Trait1	Trait2	TestControl	NetColoc	Parameter Tested	Bin Size	T	T*	Observed Size	Expected Size	log2COLOC Score	COLOC P	LenientOrStrict	SNP-to-Gene
EFO_0004343_GCST008997	EFO_0004343_GCST008997	Test	Quantitative(Q)	th	10	4	4	3	0.871	1.7842178767843786	0.01622	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	bin	5	1	3	585	278.648	1.0699928262071248	2.2619999999999985e-96	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	bin	10	1	3	716	329.067	1.1215782323231238	8.426999999999996e-121	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	bin	20	1	3	514	284.931	0.8511557664928858	3.001e-54	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	bin	40	1	3	534	295.893	0.8517641751029982	2.67e-52	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	bin	80	1	3	494	285.339	0.791834094535342	5.742e-47	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	bin	160	1	3	471	290.453	0.6974223287477875	2.754e-32	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	1	1	1342	653.235	1.0387106745863581	8.84e-255	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	1	1.5	1219	591.313	1.0437042257835791	1.2019999999999997e-210	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	1.5	1.5	501	222.456	1.1712905925511592	1.559999999999999e-94	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	1	2	1048	494.752	1.0828612724853908	9.111999999999996e-192	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	1.5	2	501	222.335	1.1720755279669106	3.011999999999998e-98	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	2	2	190	81.575	1.2198004311264459	3.5130000000000012e-37	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	1	2.5	861	404.612	1.0894741295801915	9.882999999999994e-160	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	1.5	2.5	497	220.162	1.1746803708165263	1.3169999999999992e-92	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	2	2.5	190	82.144	1.2097723124176165	1.8020000000000005e-37	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	2.5	2.5	68	29.489	1.2053578462930048	1.651e-13	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	1	3	714	324.813	1.1363146995508366	4.677999999999998e-136	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	1.5	3	462	204.252	1.1775426465827112	6.466999999999996e-98	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	2	3	190	81.323	1.224264076356239	5.623000000000001e-38	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	2.5	3	68	29.769	1.1917239869728566	1.178e-12	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	3	3	17	9.218	0.8830090735757776	0.009632	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	1	3.5	573	258.227	1.1498952834586933	2.408999999999999e-108	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	1.5	3.5	414	182.724	1.1799646296158963	1.0859999999999997e-76	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	2	3.5	190	82.39	1.2054582710096242	8.877000000000001e-38	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	2.5	3.5	68	30.031	1.1790822304748898	9.224e-13	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	3	3.5	17	9.118	0.8987454320476613	0.007214	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	3.5	3.5	5	1.417	1.8190883366314308	0.001711	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	1	4	453	202.489	1.1616675130223604	1.3409999999999994e-87	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	1.5	4	372	160.066	1.2166357272243478	1.5059999999999998e-73	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	2	4	190	81.631	1.2188103826544487	7.634999999999999e-39	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	2.5	4	68	29.566	1.2015956726887078	9.207e-14	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	3	4	17	9.172	0.8902264863316328	0.008837	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	3.5	4	5	1.369	1.8688056482915498	0.001854	Lenient	S2G
EFO_0004887_GCST90093316	EFO_0004887_GCST90093316	Test	Quantitative(Q)	th	10	4	4	0	0.324	-inf	0.5587	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	bin	5	1	3	71	131.437	-0.8884805270757519	2.048e-08	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	bin	10	1	3	74	128.395	-0.7949918457986906	1.498e-07	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	bin	20	1	3	65	130.665	-1.0073611285257782	1.579e-09	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	bin	40	1	3	78	143.987	-0.8843925333983698	2.823e-09	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	bin	80	1	3	83	140.748	-0.7619311804805013	1.622e-07	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	bin	160	1	3	64	122.286	-0.9341154351224108	2.15e-08	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	1	1	182	281.279	-0.6280633961255953	6.454e-13	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	1	1.5	149	247.481	-0.7320054379069193	1.999e-12	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	1.5	1.5	45	82.946	-0.8822474086802752	2.234e-05	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	1	2	111	200.493	-0.8529921908201273	6.559e-12	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	1.5	2	45	82.661	-0.8772818155282376	1.148e-05	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	2	2	13	30.443	-1.2275989127184932	0.001226	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	1	2.5	95	161.001	-0.7610702305946038	1.183e-08	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	1.5	2.5	45	81.731	-0.8609583849277889	1.605e-05	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	2	2.5	13	30.105	-1.2114914941679564	0.0007642	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	2.5	2.5	4	12.185	-1.607034345948616	0.01637	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	1	3	73	130.194	-0.8346945942238904	3.113e-08	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	1.5	3	41	74.802	-0.8674529346002087	1.995e-05	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	2	3	13	29.963	-1.2046704554309167	0.0009966	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	2.5	3	4	12.172	-1.605494333852509	0.02096	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	3	3	2	4.53	-1.1795110502715105	0.2227	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	1	3.5	54	104.617	-0.9540859925698718	8.92e-08	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	1.5	3.5	33	66.867	-1.0188283675267888	1.261e-05	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	2	3.5	13	30.22	-1.2169920372490122	0.001955	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	2.5	3.5	4	12.197	-1.6084544379745784	0.01822	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	3	3.5	2	4.543	-1.1836453053946556	0.2194	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	3.5	3.5	1	1.867	-0.9007219275641148	0.5169	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	1	4	38	84.93	-1.160274831408593	3.542e-08	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	1.5	4	26	59.515	-1.1947417039615902	2.306e-06	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	2	4	13	30.227	-1.2173261767540784	0.0007503	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	2.5	4	4	12.235	-1.6129421963046648	0.01631	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	3	4	2	4.687	-1.2286647948169374	0.2171	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	3.5	4	1	1.688	-0.755314904045098	0.5919	Lenient	S2G
EFO_0009397_GCST90267931	EFO_0009397_GCST90267931	Test	Quantitative(Q)	th	10	4	4	0	0.664	-inf	0.4047	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	bin	5	1	3	539	156.849	1.7809089417538033	2.383e-248	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	bin	10	1	3	499	152.108	1.7139437830996518	5.645999999999998e-194	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	bin	20	1	3	505	155.079	1.7032800506011352	1.4029999999999997e-198	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	bin	40	1	3	609	159.209	1.9355203351623287	0.0	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	bin	80	1	3	577	146.84	1.9743262993206598	0.0	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	bin	160	1	3	569	138.416	2.0394179336434	0.0	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	1	1	790	282.219	1.4850375346563154	4.664e-261	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	1	1.5	751	262.508	1.5164515177818942	2.158e-252	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	1.5	1.5	395	112.762	1.8085716817223572	3.6789999999999983e-184	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	1	2	673	227.908	1.5621549380307171	6.164e-241	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	1.5	2	395	112.716	1.8091603331455701	2.827999999999999e-173	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	2	2	136	39.063	1.799731995322551	2.7739999999999998e-62	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	1	2.5	602	188.917	1.6720109561842398	4.6139999999999983e-237	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	1.5	2.5	388	112.007	1.7924677545071144	3.3749999999999983e-187	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	2	2.5	136	38.854	1.8074716153463652	2.2159999999999999e-60	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	2.5	2.5	33	11.538	1.5160728559594872	6.907e-11	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	1	3	506	151.8	1.736965594166206	3.6069999999999996e-222	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	1.5	3	360	104.037	1.7909002029642165	3.4049999999999988e-149	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	2	3	136	39.127	1.7973702482132787	6.61e-61	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	2.5	3	33	11.507	1.5199542682609881	4.587e-10	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	3	3	9	2.694	1.7401751506420964	6.101e-05	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	1	3.5	413	119.565	1.7883466472613512	1.837999999999999e-185	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	1.5	3.5	324	91.95	1.8170723333600494	3.582999999999998e-153	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	2	3.5	136	38.98	1.8028006557671743	9.087999999999998e-64	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	2.5	3.5	33	11.496	1.521334057563204	2.528e-10	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	3	3.5	9	2.72	1.7263183499666976	9.285e-05	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	3.5	3.5	0	0.519	-inf	0.442	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	1	4	317	94.034	1.753228446945929	4.1119999999999977e-134	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	1.5	4	266	77.769	1.7741591527398053	2.2309999999999986e-118	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	2	4	136	39.163	1.7960434625412247	7.047999999999999e-56	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	2.5	4	33	11.165	1.5634827733107048	5.765e-11	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	3	4	9	2.847	1.6604825083621337	0.0001067	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	3.5	4	0	0.543	-inf	0.4681	Lenient	S2G
EFO_0005213_GCST006366	EFO_0005213_GCST006366	Test	Quantitative(Q)	th	10	4	4	0	0.202	-inf	0.6492	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	bin	5	1	3	127	171.355	-0.43215979214567907	0.0002058	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	bin	10	1	3	139	167.237	-0.266809185828479	0.01971	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	bin	20	1	3	143	175.168	-0.29272409792448006	0.006686	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	bin	40	1	3	128	144.167	-0.17159715751015173	0.1379	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	bin	80	1	3	112	138.598	-0.30740770693178504	0.0158	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	bin	160	1	3	107	133.251	-0.31653556329707155	0.00977	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	1	1	283	361.056	-0.3514205642674931	1.5e-06	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	1	1.5	261	325.225	-0.31738835464527076	3.166e-05	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	1.5	1.5	97	117.429	-0.2757320847377111	0.03697	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	1	2	214	266.416	-0.31606993153160856	0.0003412	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	1.5	2	97	117.063	-0.27122850411447563	0.04177	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	2	2	34	35.75	-0.07240849552805002	0.7539	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	1	2.5	174	212.227	-0.28652090478833164	0.003471	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	1.5	2.5	96	114.913	-0.259435707008193	0.06951	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	2	2.5	34	35.99	-0.08206135589966347	0.7292	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	2.5	2.5	16	13.815	0.21183634296223305	0.5457	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	1	3	139	167.462	-0.26874887751024773	0.01886	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	1.5	3	88	104.392	-0.24643572746519535	0.0923	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	2	3	34	35.932	-0.07973449261692427	0.7394	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	2.5	3	16	13.784	0.21507729843713888	0.5397	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	3	3	2	4.008	-1.0028825085331214	0.298	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	1	3.5	113	132.676	-0.23158464997078645	0.06652	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	1.5	3.5	79	90.909	-0.20257047515192475	0.1735	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	2	3.5	34	35.92	-0.07925260371608292	0.7338	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	2.5	3.5	16	13.878	0.20527223330474034	0.5515	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	3	3.5	2	3.887	-0.95865710767711	0.318	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	3.5	3.5	2	1.612	0.3111482561341196	0.7556	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	1	4	89	105.931	-0.2512476049998179	0.07233	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	1.5	4	67	78.464	-0.22786978857092208	0.1719	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	2	4	34	35.901	-0.0784892836170494	0.7216	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	2.5	4	16	13.737	0.22000493426738363	0.5275	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	3	4	2	3.883	-0.9571717072463904	0.3032	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	3.5	4	2	1.597	0.3246356872508544	0.7417	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0009397_GCST90267932	Test	Quantitative(Q)	th	10	4	4	1	0.779	0.36030476660041794	0.8009	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	bin	5	1	3	292	220.316	0.40639409747797334	2.944e-08	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	bin	10	1	3	296	230.428	0.3612811422043886	1.405e-06	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	bin	20	1	3	275	222.338	0.30667707681125406	5.043e-05	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	bin	40	1	3	278	213.371	0.38172077519901354	1.789e-06	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	bin	80	1	3	223	194.007	0.20093500266567932	0.02286	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	bin	160	1	3	227	186.985	0.27976975624601236	0.001424	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	1	1	536	412.898	0.376447570294581	9.2e-12	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	1	1.5	509	387.286	0.39426630596913337	1.105e-12	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	1.5	1.5	227	167.513	0.4384192359292914	1.981e-07	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	1	2	453	335.329	0.4339337942587957	2.175e-13	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	1.5	2	227	166.902	0.4436910547821629	5.892e-07	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	2	2	95	59.966	0.6637827716325131	2.135e-06	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	1	2.5	370	279.539	0.404475695431665	2.034e-10	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	1.5	2.5	224	166.472	0.42821919077097303	5.952e-07	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	2	2.5	95	59.978	0.6634940979089683	1.393e-06	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	2.5	2.5	36	20.857	0.7874652461266229	0.0007157	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	1	3	302	227.951	0.405824811363792	1.364e-08	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	1.5	3	207	154.818	0.41905755075741996	4.38e-06	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	2	3	95	60.253	0.6568944384516404	1.352e-06	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	2.5	3	36	21.234	0.7616207389580125	0.0006842	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	3	3	13	5.729	1.1821563803709811	0.001991	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	1	3.5	238	183.564	0.374678423899159	5.985e-06	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	1.5	3.5	184	137.925	0.41582178581128126	1.121e-05	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	2	3.5	95	59.663	0.6710909917492138	1.947e-06	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	2.5	3.5	36	20.66	0.8011566523519775	0.0005894	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	3	3.5	13	5.631	1.2070485672511486	0.001975	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	3.5	3.5	3	1.744	0.7825624606063168	0.349	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	1	4	189	147.992	0.3528670442155852	0.0002324	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	1.5	4	157	119.011	0.39966963338180156	0.0001188	Lenient	S2G
EFO_0004741_GCST008062	EFO_0004741_GCST008062	Test	Quantitative(Q)	th	10	2	4	95	60.125	0.659962524560906	3.092e-06	Lenient	S2G
