GeneSet	Tissue	Log10PValue	Tissue.Specific.Genes	fold.change	samples	NotIdentifiedCount
34662886_EFO_0007986_GCST90025972_EFO_0007986	Stomach	0.5828797022931	13	1.47399975970203	4	0
34662886_EFO_0007986_GCST90025972_EFO_0007986	Testis	0.00152736302203369	102	0.890050463137406	10	0
34662886_EFO_0007986_GCST90025972_EFO_0007986	Thyroid Gland	0.111660944596878	15	1.07693478136828	5	0
34662886_EFO_0007986_GCST90025972_EFO_0007986	Tonsil	0.00152736302203369	3	0.316961486789073	5	0
34662886_EFO_0007986_GCST90025972_EFO_0007986	Urinary Bladder	0.111660944596878	4	1.19968218655649	2	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Adipose Tissue	1.15793855644459	15	1.88270578690465	5	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Adrenal Gland	1.54883653783227e-05	9	0.718851300454503	3	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Appendix	4.62896579355607	25	2.82230569545297	3	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Bone Marrow	26.5259832724212	69	4.85829932328078	4	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Breast	1.54883653783227e-05	4	0.598746926798319	4	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Cerebral Cortex	1.54883653783227e-05	65	0.896587761545264	3	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Cervix, uterine	1.54883653783227e-05	7	0.918532217247421	2	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Colon	1.54883653783227e-05	3	0.386134562664521	13	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Duodenum	1.54883653783227e-05	11	0.699008794257471	2	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Endometrium	1.54883653783227e-05	2	0.345430919306722	5	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Esophagus	0.767857878603386	19	1.52966719844391	3	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Fallopian Tube	1.54883653783227e-05	19	0.874593318472487	5	0
