Entrez	Gene Symbol	Ensembl ID	P-value
5627	PROS1	ENSG00000184500	4.63e-11
5624	PROC	ENSG00000115718	4.4e-06
5935	RBM3	ENSG00000102317	5.92e-06
3212	HOXB2	ENSG00000173917	1.21e-05
57325	KAT14	ENSG00000149474	2.63e-05
462	SERPINC1	ENSG00000117601	2.75e-05
1129	CHRM2	ENSG00000181072	3.84e-05
85360	SYDE1	ENSG00000105137	3.92e-05
57798	GATAD1	ENSG00000157259	6.39e-05
10009	ZBTB33	ENSG00000177485	8.24e-05
29803	REPIN1	ENSG00000214022	8.4e-05
