Trait	Log2SizeOE	-logCOLOC p	Test Annotation	Test	TraitC	TraitR	Repeat	SizeOE	Network
EFO_0004343_GCST90278649	0.1745881653882777	0.9661743060466896	0.5514111372054167	Network Dilution			1.0	1.1286421743636992	StringHC
EFO_0000731_GCST90018714	1.2505006557768137	59.91721462968355	0.5514111372054167	Network Dilution			1.0	2.379239749903171	StringHC
EFO_0004741_GCST90278623	-0.1901394030536221	0.9931062920520995	0.5514111372054167	Network Dilution			1.0	0.8765210217730768	StringHC
EFO_0004741_GCST90018728	0.1889289403739981	1.0436874691588054	0.5514111372054167	Network Dilution			1.0	1.1399171249441595	StringHC
EFO_0600008_GCST90268467	0.9545236122479024	32.61243222058281	0.5514111372054167	Network Dilution			1.0	1.9379396073163013	StringHC
EFO_0000731_GCST90018934	0.5897603521603737	10.503070351926786	0.5514111372054167	Network Dilution			1.0	1.5049967297968254	StringHC
EFO_0021898_GCST90269581	0.9324699675398472	26.219250768896448	0.5514111372054167	Network Dilution			1.0	1.9085407197207505	StringHC
EFO_0006332_GCST90100525	-0.0943818093314259	0.3310552655422661	0.4537415144823396	Network Dilution			1.0	0.9366735233617396	StringHC
EFO_0010156_GCST010572	0.0192977664722718	0.0538426050776276	0.4537415144823396	Network Dilution			1.0	1.013466053904353	StringHC
EFO_0008036_GCST90094960	1.3509216315675256	71.25649023527157	0.4537415144823396	Network Dilution			1.0	2.5507502206531334	StringHC
EFO_0005213_GCST006366	-0.068040681884438	0.2416180582253246	0.4537415144823396	Network Dilution			1.0	0.9539326506664866	StringHC
EFO_0006501_GCST010541	-0.3567514352155833	2.228633029142219	0.4537415144823396	Network Dilution			1.0	0.7809210274470773	StringHC
EFO_0006501_GCST010538	0.0781203488711506	0.3117582040222882	0.4537415144823396	Network Dilution			1.0	1.0556417750537668	StringHC
EFO_0005213_GCST009414	-0.0564670406524742	0.191518943434049	0.4537415144823396	Network Dilution			1.0	0.9616161022983358	StringHC
EFO_0008036_GCST90094959	1.22128549013685	53.76447155309245	0.4537415144823396	Network Dilution			1.0	2.3315437320779324	StringHC
EFO_0006525_GCST007459	1.227071290620119	48.7864822430037	0.4537415144823396	Network Dilution			1.0	2.3409129560528608	StringHC
EFO_0007117_GCST90100572	0.077802151603633	0.2756421957735734	0.4537415144823396	Network Dilution			1.0	1.0554089709762533	StringHC
EFO_0004741_GCST008062	0.4296740835560352	4.338092707233979	0.4537415144823396	Network Dilution			1.0	1.3469292603113479	StringHC
EFO_0005213_GCST90000654	0.4509310913236817	5.0060790411987135	0.4537415144823396	Network Dilution			1.0	1.3669221609110578	StringHC
EFO_0007117_GCST90100573	0.1548369700134077	0.6718243385616774	0.4537415144823396	Network Dilution			1.0	1.1132958044908916	StringHC
EFO_0007117_GCST90100574	0.2515123442518332	1.5278288533076367	0.4537415144823396	Network Dilution			1.0	1.1904543872822841	StringHC
EFO_0009863_GCST007710	0.3366349256270848	3.039148846280314	0.4537415144823396	Network Dilution			1.0	1.2628076675866762	StringHC
EFO_0004343_GCST008998	-0.0877062054579481	0.3066248489748147	0.4537415144823396	Network Dilution			1.0	0.9410177195412094	StringHC
EFO_0004343_GCST008997	0.5268904081429822	6.988429556402722	0.4537415144823396	Network Dilution			1.0	1.4408202952355698	StringHC
EFO_0007117_GCST90092504	-0.2121335075337559	0.9677842967020184	0.4537415144823396	Network Dilution			1.0	0.8632596685082873	StringHC
EFO_0007117_GCST90092503	0.1442514529877181	0.630042392653947	0.4537415144823396	Network Dilution			1.0	1.1051570901863907	StringHC
EFO_0007117_GCST90092505	0.0205364231416266	0.0635365259952531	0.4537415144823396	Network Dilution			1.0	1.0143365604934023	StringHC
EFO_0010225_GCST90060151	-0.0321680296356661	0.1086298253038518	0.4537415144823396	Network Dilution			1.0	0.9779495657438239	StringHC
EFO_0005423_GCST008789	-0.0509440996686331	0.1775703762206431	0.4537415144823396	Network Dilution			1.0	0.9653044269494006	StringHC
EFO_0007117_GCST90092502	-0.1695635537741074	0.7440042732775981	0.4537415144823396	Network Dilution			1.0	0.8891116158391194	StringHC
EFO_0010225_GCST90060164	-0.1229822360416038	0.527097348196336	0.4537415144823396	Network Dilution			1.0	0.9182874691395195	StringHC
EFO_0004741_GCST90018728	0.2819453045991767	2.086133188103761	0.4537415144823396	Network Dilution			1.0	1.2158331876866493	StringHC
EFO_0004343_GCST90103754	0.0210373687561062	0.0666645899223487	0.4537415144823396	Network Dilution			1.0	1.0146888287591804	StringHC
EFO_0000731_GCST009158	0.2792487410338992	1.919373513078194	0.4537415144823396	Network Dilution			1.0	1.2135627776024853	StringHC
EFO_0004741_GCST90018948	0.285880454115788	1.858863909879261	0.4537415144823396	Network Dilution			1.0	1.2191540672581491	StringHC
EFO_0004343_GCST008996	0.3501242010050875	2.9492336887669577	0.4537415144823396	Network Dilution			1.0	1.274670358427175	StringHC
EFO_0021898_GCST90269581	0.5650171771875967	7.629486910401408	0.4537415144823396	Network Dilution			1.0	1.4794051234135326	StringHC
EFO_0010821_GCST90016673	1.5384745494587126	115.47912361831166	0.4537415144823396	Network Dilution			1.0	2.904871909802434	StringHC
EFO_0004741_GCST90103632	-0.0320563531077619	0.0951222330365953	0.4537415144823396	Network Dilution			1.0	0.9780252700583291	StringHC
EFO_0000731_GCST90018714	0.9496107221522466	27.39158094868272	0.4537415144823396	Network Dilution			1.0	1.931351457070213	StringHC
EFO_0004237_GCST90018847	0.4351700791049446	5.0958797865238	0.4537415144823396	Network Dilution			1.0	1.3520702189910452	StringHC
EFO_0600008_GCST90268467	0.6232029189526249	11.18243463044022	0.4537415144823396	Network Dilution			1.0	1.5402909793217932	StringHC
EFO_0004343_GCST90278649	0.1366165390196446	0.6395959452700611	0.4537415144823396	Network Dilution			1.0	1.099323915791788	StringHC
EFO_0010821_GCST90267352	1.7256375883646933	141.10149421446565	0.4537415144823396	Network Dilution			1.0	3.307262569832402	StringHC
EFO_0000731_GCST90018934	0.3133874231844089	2.815308569182401	0.4537415144823396	Network Dilution			1.0	1.2426219322771046	StringHC
EFO_0004741_GCST90278623	-0.2833743274196837	1.5785606097799505	0.4537415144823396	Network Dilution			1.0	0.8216669666403211	StringHC
EFO_0006525_GCST90179151	1.3081614058703803	66.31830660799544	0.4537415144823396	Network Dilution			1.0	2.476257604985903	StringHC
EFO_0010156_GCST010572	0.2055910655346117	1.0651986582534634	0.3745910593898605	Network Dilution			1.0	1.1531586938555862	StringHC
EFO_0005213_GCST006366	0.0853812397371052	0.3296613588725579	0.3745910593898605	Network Dilution			1.0	1.0609680707089273	StringHC
EFO_0006501_GCST010538	0.0136914678724624	0.0411495483203216	0.3745910593898605	Network Dilution			1.0	1.0095353771166724	StringHC
EFO_0006332_GCST90100525	0.1065172739620131	0.4336803784751887	0.3745910593898605	Network Dilution			1.0	1.0766260766260767	StringHC
EFO_0008036_GCST90094959	1.115573764636725	41.46230680563261	0.3745910593898605	Network Dilution			1.0	2.166811667952527	StringHC
EFO_0006501_GCST010541	-0.3115569351227905	1.7726275577103636	0.3745910593898605	Network Dilution			1.0	0.8057717129363665	StringHC
EFO_0005213_GCST90000654	0.5475581878547383	7.222573177610688	0.3745910593898605	Network Dilution			1.0	1.461609775246177	StringHC
EFO_0004741_GCST008062	0.2267625335968679	1.347077112432058	0.3745910593898605	Network Dilution			1.0	1.1702060106860674	StringHC
EFO_0005213_GCST009414	0.157932354714414	0.8195873671616762	0.3745910593898605	Network Dilution			1.0	1.1156870086110071	StringHC
EFO_0008036_GCST90094960	1.1696662512803726	50.94769090035268	0.3745910593898605	Network Dilution			1.0	2.2495964943091065	StringHC
EFO_0007117_GCST90100574	0.0831412353002458	0.2999022953869462	0.3745910593898605	Network Dilution			1.0	1.0593220338983051	StringHC
EFO_0006525_GCST007459	0.7566271575507083	13.947306058075032	0.3745910593898605	Network Dilution			1.0	1.689536077662653	StringHC
EFO_0009863_GCST007710	0.3603729393778915	3.5415132362017934	0.3745910593898605	Network Dilution			1.0	1.2837577084531113	StringHC
EFO_0007117_GCST90100572	-0.2183647454862178	0.9377941911802874	0.3745910593898605	Network Dilution			1.0	0.8595391481011999	StringHC
EFO_0000731_GCST009158	0.088593121771966	0.351835221425999	0.3745910593898605	Network Dilution			1.0	1.0633327425929207	StringHC
EFO_0007117_GCST90100573	-0.0282378116327776	0.08634506491338	0.3745910593898605	Network Dilution			1.0	0.980617347209216	StringHC
EFO_0007117_GCST90092502	-0.1000357211618436	0.3824754651137076	0.3745910593898605	Network Dilution			1.0	0.933009889904833	StringHC
EFO_0007117_GCST90092503	0.2827518215469835	1.9965394678904933	0.3745910593898605	Network Dilution			1.0	1.2165130709515932	StringHC
EFO_0007117_GCST90092504	-0.0824629023188606	0.273191317475036	0.3745910593898605	Network Dilution			1.0	0.9444439586193629	StringHC
EFO_0007117_GCST90092505	0.0093571762450763	0.0265950255899393	0.3745910593898605	Network Dilution			1.0	1.0065069793312909	StringHC
EFO_0005423_GCST008789	-0.048850913387334	0.167938385409273	0.3745910593898605	Network Dilution			1.0	0.9667059903001705	StringHC
EFO_0004343_GCST008996	0.1258359238528122	0.5334289276136457	0.3745910593898605	Network Dilution			1.0	1.0911397758511314	StringHC
EFO_0004343_GCST008998	-0.2176976254179575	0.9542859410591324	0.3745910593898605	Network Dilution			1.0	0.8599367015665031	StringHC
EFO_0010225_GCST90060164	0.0801561986527614	0.3331077889334637	0.3745910593898605	Network Dilution			1.0	1.0571324886792155	StringHC
EFO_0010225_GCST90060151	-0.2149094528162455	1.021728158389365	0.3745910593898605	Network Dilution			1.0	0.8616002342214228	StringHC
EFO_0004343_GCST008997	0.2034692287238327	0.9974020192800914	0.3745910593898605	Network Dilution			1.0	1.1514639378209475	StringHC
EFO_0004343_GCST90103754	-0.1650233323622979	0.7235381958267558	0.3745910593898605	Network Dilution			1.0	0.8919140945898368	StringHC
EFO_0000731_GCST90018934	0.0809534461473801	0.3454384452582567	0.3745910593898605	Network Dilution			1.0	1.0577168319505497	StringHC
EFO_0000731_GCST90018714	0.7650792303751202	15.326334123754298	0.3745910593898605	Network Dilution			1.0	1.6994633273703041	StringHC
EFO_0021898_GCST90269581	0.5125495473685124	6.059533322336471	0.3745910593898605	Network Dilution			1.0	1.4265690185702793	StringHC
EFO_0010821_GCST90267352	1.7705071146460798	165.54393777554506	0.3745910593898605	Network Dilution			1.0	3.4117385998002883	StringHC
EFO_0006525_GCST90179151	0.6686856412534613	10.936291440608583	0.3745910593898605	Network Dilution			1.0	1.5896240900305278	StringHC
EFO_0010821_GCST90016673	1.554988303375582	104.57332611197864	0.3745910593898605	Network Dilution			1.0	2.938313444135992	StringHC
EFO_0004741_GCST90103632	-0.2279463978405974	1.0462886195724446	0.3745910593898605	Network Dilution			1.0	0.8538494378824534	StringHC
EFO_0004237_GCST90018847	0.1524905727674406	0.7718563924022582	0.3745910593898605	Network Dilution			1.0	1.1114866133453494	StringHC
EFO_0004741_GCST90018728	0.174152889749049	0.9775716288145134	0.3745910593898605	Network Dilution			1.0	1.1283017030050164	StringHC
EFO_0004741_GCST90018948	0.1329988628808246	0.5731635461964919	0.3745910593898605	Network Dilution			1.0	1.0965707242804321	StringHC
EFO_0004343_GCST90278649	-0.0907737433544658	0.3372421683184259	0.3745910593898605	Network Dilution			1.0	0.9390190013256741	StringHC
EFO_0004741_GCST90278623	-0.164028329507287	0.6983190507064237	0.3745910593898605	Network Dilution			1.0	0.8925294451302926	StringHC
EFO_0600008_GCST90268467	0.3975959099077582	4.294392836595395	0.3745910593898605	Network Dilution			1.0	1.3173109292896767	StringHC
EFO_0006332_GCST90100525	0.1107694315205575	0.4306260903849541	0.2573492469650764	Network Dilution			1.0	1.0798039740477883	StringHC
EFO_0006501_GCST010541	-0.0456971229754927	0.1658973442872063	0.2573492469650764	Network Dilution			1.0	0.9688215606834596	StringHC
EFO_0005213_GCST009414	0.1086043810184129	0.4663550212012372	0.2573492469650764	Network Dilution			1.0	1.0781847289835658	StringHC
EFO_0006501_GCST010538	0.4955595050475327	6.351932870551066	0.2573492469650764	Network Dilution			1.0	1.4098674229932062	StringHC
EFO_0008036_GCST90094960	1.020858281665055	34.71760449525748	0.2573492469650764	Network Dilution			1.0	2.029125758971077	StringHC
EFO_0010156_GCST010572	0.0727886389455284	0.2724587429714435	0.2573492469650764	Network Dilution			1.0	1.0517476823382725	StringHC
EFO_0008036_GCST90094959	1.06317546533428	39.818442226137215	0.2573492469650764	Network Dilution			1.0	2.0895256452827744	StringHC
EFO_0007117_GCST90100572	0.1331281359016622	0.5471406642041478	0.2573492469650764	Network Dilution			1.0	1.0966689871546684	StringHC
EFO_0004741_GCST008062	-0.1839498758249138	0.7629592086208092	0.2573492469650764	Network Dilution			1.0	0.880289597312422	StringHC
EFO_0005213_GCST006366	0.0462493078210014	0.1548399223480542	0.2573492469650764	Network Dilution			1.0	1.0325769566063767	StringHC
EFO_0005213_GCST90000654	0.3147071412705544	2.3889142665851275	0.2573492469650764	Network Dilution			1.0	1.2437591517739004	StringHC
EFO_0006525_GCST007459	0.4024554080256689	3.871277715661573	0.2573492469650764	Network Dilution			1.0	1.3217555715061011	StringHC
EFO_0009863_GCST007710	0.4132190304531857	3.932557157223619	0.2573492469650764	Network Dilution			1.0	1.3316537700197948	StringHC
EFO_0007117_GCST90092504	-0.1929026790574253	0.8359447081065484	0.2573492469650764	Network Dilution			1.0	0.8748437778968041	StringHC
EFO_0007117_GCST90100573	0.2351682082967507	1.4158950296005473	0.2573492469650764	Network Dilution			1.0	1.1770439644312027	StringHC
EFO_0007117_GCST90100574	-0.3591185262121815	1.822463500070138	0.2573492469650764	Network Dilution			1.0	0.7796407877259514	StringHC
EFO_0004343_GCST008998	0.134912607303114	0.6120765330265633	0.2573492469650764	Network Dilution			1.0	1.0980262977298305	StringHC
EFO_0010225_GCST90060164	-0.008290900295816	0.0256264929185768	0.2573492469650764	Network Dilution			1.0	0.9942696671853062	StringHC
EFO_0007117_GCST90092502	0.1617301108988683	0.7950664776458551	0.2573492469650764	Network Dilution			1.0	1.118627816545038	StringHC
EFO_0007117_GCST90092503	0.1313779971894189	0.5543957967264024	0.2573492469650764	Network Dilution			1.0	1.0953394205474902	StringHC
EFO_0004343_GCST008996	0.0187083589100988	0.0553199661186896	0.2573492469650764	Network Dilution			1.0	1.0130520907767033	StringHC
EFO_0007117_GCST90092505	-0.0348509535662546	0.0980515349269159	0.2573492469650764	Network Dilution			1.0	0.9761326009148852	StringHC
EFO_0004343_GCST008997	-0.0567586020927989	0.1811145854059901	0.2573492469650764	Network Dilution			1.0	0.961421784137474	StringHC
EFO_0010225_GCST90060151	0.138749490203266	0.708187312532881	0.2573492469650764	Network Dilution			1.0	1.1009504122946954	StringHC
EFO_0004343_GCST90103754	0.1352993167150676	0.599634726650061	0.2573492469650764	Network Dilution			1.0	1.0983206593277608	StringHC
EFO_0005423_GCST008789	-0.3799822478234478	2.3332013163338257	0.2573492469650764	Network Dilution			1.0	0.7684470462277021	StringHC
EFO_0000731_GCST009158	-0.0619259306188949	0.213035740564267	0.2573492469650764	Network Dilution			1.0	0.9579844008206734	StringHC
EFO_0004741_GCST90018948	-0.0973096855762636	0.3437100988086404	0.2573492469650764	Network Dilution			1.0	0.9347745196801801	StringHC
EFO_0010821_GCST90267352	1.0372084502990806	29.29047564412366	0.2573492469650764	Network Dilution			1.0	2.0522527925631606	StringHC
EFO_0000731_GCST90018714	0.5574757757660255	8.759950227887352	0.2573492469650764	Network Dilution			1.0	1.4716920042973407	StringHC
EFO_0000731_GCST90018934	0.0915820251137153	0.3988094673846665	0.2573492469650764	Network Dilution			1.0	1.0655379856892329	StringHC
EFO_0004741_GCST90278623	-0.2942798750539409	1.5285615926107008	0.2573492469650764	Network Dilution			1.0	0.8154792794128549	StringHC
EFO_0010821_GCST90016673	1.1348697320436565	42.291664097317735	0.2573492469650764	Network Dilution			1.0	2.1959873322383645	StringHC
EFO_0004741_GCST90103632	-0.0845093938404343	0.2847489711211507	0.2573492469650764	Network Dilution			1.0	0.9431051958926446	StringHC
EFO_0004741_GCST90018728	-0.0385347583829457	0.1237821594083577	0.2573492469650764	Network Dilution			1.0	0.973643304921169	StringHC
EFO_0004237_GCST90018847	0.415205264270124	4.2813322646837895	0.2573492469650764	Network Dilution			1.0	1.3334883901228824	StringHC
EFO_0004343_GCST90278649	-0.0739375433913742	0.2451167717478324	0.2573492469650764	Network Dilution			1.0	0.9500415108227701	StringHC
EFO_0021898_GCST90269581	0.3988591230228713	3.788879458741951	0.2573492469650764	Network Dilution			1.0	1.3184648621171686	StringHC
EFO_0600008_GCST90268467	-0.0617869961618516	0.223226197587893	0.2573492469650764	Network Dilution			1.0	0.9580766611028361	StringHC
EFO_0006525_GCST90179151	0.5035714173604866	5.718966632752273	0.2573492469650764	Network Dilution			1.0	1.417718810186176	StringHC
EFO_0008036_GCST90094959	0.7186149653416875	16.563996464330103	0.1514978910348534	Network Dilution			1.0	1.6456014444723792	StringHC
EFO_0009863_GCST007710	0.3226282565966843	2.5516028965422324	0.1514978910348534	Network Dilution			1.0	1.2506067911239829	StringHC
EFO_0005213_GCST90000654	0.20520631178289	1.0265026912679367	0.1514978910348534	Network Dilution			1.0	1.152851197840513	StringHC
EFO_0005213_GCST006366	0.2114335992642125	1.2676062401770314	0.1514978910348534	Network Dilution			1.0	1.1578381507670676	StringHC
EFO_0006501_GCST010541	-0.1069650921681624	0.4258529358492772	0.1514978910348534	Network Dilution			1.0	0.928539319218553	StringHC
EFO_0004741_GCST008062	-0.2493581528486869	1.1453903619042047	0.1514978910348534	Network Dilution			1.0	0.8412706087124692	StringHC
EFO_0006501_GCST010538	0.5405125061440641	7.419759491734624	0.1514978910348534	Network Dilution			1.0	1.4544891214541449	StringHC
EFO_0005213_GCST009414	-0.2726325180870436	1.493224463393357	0.1514978910348534	Network Dilution			1.0	0.8278076476047929	StringHC
EFO_0010156_GCST010572	0.260743723637433	1.7088532382681143	0.1514978910348534	Network Dilution			1.0	1.198096175939603	StringHC
EFO_0006332_GCST90100525	0.2209389303403482	1.462055040708513	0.1514978910348534	Network Dilution			1.0	1.1654918615140217	StringHC
EFO_0008036_GCST90094960	0.6185069447804505	11.820735535660974	0.1514978910348534	Network Dilution			1.0	1.5352854811182246	StringHC
EFO_0007117_GCST90092504	0.3095009030564711	2.2074682380986923	0.1514978910348534	Network Dilution			1.0	1.2392789001622653	StringHC
EFO_0007117_GCST90092503	0.160136039818351	0.7002748460243631	0.1514978910348534	Network Dilution			1.0	1.1173924983191765	StringHC
EFO_0005423_GCST008789	-0.1499587350396571	0.623423042943488	0.1514978910348534	Network Dilution			1.0	0.9012762411679179	StringHC
EFO_0006525_GCST007459	0.4021202057724763	4.100617294466735	0.1514978910348534	Network Dilution			1.0	1.321448504547096	StringHC
EFO_0007117_GCST90092505	-0.0068554703602709	0.0196329738152248	0.1514978910348534	Network Dilution			1.0	0.9952594222257143	StringHC
EFO_0004343_GCST008996	-0.0699929286470058	0.2197547161346474	0.1514978910348534	Network Dilution			1.0	0.9526426673994687	StringHC
EFO_0007117_GCST90100572	0.2082472040846693	1.1838250095711984	0.1514978910348534	Network Dilution			1.0	1.1552837240910636	StringHC
EFO_0004343_GCST008998	0.0253493906758791	0.0746879085003505	0.1514978910348534	Network Dilution			1.0	1.0177261343221502	StringHC
EFO_0000731_GCST009158	-0.1390328439940315	0.575281662668433	0.1514978910348534	Network Dilution			1.0	0.9081277433025579	StringHC
EFO_0007117_GCST90100573	0.4632290218333725	5.584025588623434	0.1514978910348534	Network Dilution			1.0	1.378623986425856	StringHC
EFO_0010225_GCST90060151	-0.1296880923934147	0.5272435506827877	0.1514978910348534	Network Dilution			1.0	0.9140290400083568	StringHC
EFO_0010225_GCST90060164	-0.1448970943224668	0.5744657795017365	0.1514978910348534	Network Dilution			1.0	0.904443888139672	StringHC
EFO_0007117_GCST90100574	-0.2115710327926608	0.978810700930062	0.1514978910348534	Network Dilution			1.0	0.8635962998904925	StringHC
EFO_0007117_GCST90092502	0.0229664691060483	0.0685929864434265	0.1514978910348534	Network Dilution			1.0	1.0160465279237614	StringHC
EFO_0004741_GCST90103632	0.0880599132539273	0.3050439977501818	0.1514978910348534	Network Dilution			1.0	1.0629398159539392	StringHC
EFO_0004343_GCST90103754	0.1313132346778651	0.5902358957336538	0.1514978910348534	Network Dilution			1.0	1.095290251916758	StringHC
EFO_0000731_GCST90018934	0.0265254446164523	0.0919441259012329	0.1514978910348534	Network Dilution			1.0	1.0185561009978787	StringHC
EFO_0004741_GCST90018948	-0.11858121901266	0.4100503986742922	0.1514978910348534	Network Dilution			1.0	0.92109303039607	StringHC
EFO_0004741_GCST90018728	-0.054381935607946	0.1671718704606465	0.1514978910348534	Network Dilution			1.0	0.9630069161405795	StringHC
EFO_0004343_GCST008997	-0.1111592052163519	0.3852082080435824	0.1514978910348534	Network Dilution			1.0	0.9258438475706449	StringHC
EFO_0010821_GCST90267352	-0.0335894096884462	0.105573162035812	0.1514978910348534	Network Dilution			1.0	0.9769865392965696	StringHC
EFO_0000731_GCST90018714	0.3467553125923822	2.9706162223147903	0.1514978910348534	Network Dilution			1.0	1.2716973030107848	StringHC
EFO_0006525_GCST90179151	0.4482672818191129	4.537152964168326	0.1514978910348534	Network Dilution			1.0	1.3644005880126406	StringHC
EFO_0010821_GCST90016673	0.4384056402605873	4.578067186721492	0.1514978910348534	Network Dilution			1.0	1.3551059368980858	StringHC
EFO_0004343_GCST90278649	0.0666999905830534	0.2465701584245772	0.1514978910348534	Network Dilution			1.0	1.0473183138962603	StringHC
EFO_0600008_GCST90268467	0.1705157256467886	1.005550862985964	0.1514978910348534	Network Dilution			1.0	1.1254607354885908	StringHC
EFO_0004741_GCST90278623	-0.0370429581585215	0.1112590393171073	0.1514978910348534	Network Dilution			1.0	0.97465060894475	StringHC
EFO_0004237_GCST90018847	0.1469563328976891	0.7332980331159121	0.1514978910348534	Network Dilution			1.0	1.1072310706072737	StringHC
EFO_0021898_GCST90269581	0.3895376041219739	3.920095532333279	0.1514978910348534	Network Dilution			1.0	1.309973479064534	StringHC
EFO_0007117_GCST90100573	-0.1442790331785566	0.5474469367710747	0.0813894049329921	Network Dilution			1.0	0.9048314415487847	StringHC
EFO_0007117_GCST90100574	0.0589982359604508	0.1986649043254534	0.0813894049329921	Network Dilution			1.0	1.0417421552286399	StringHC
EFO_0006501_GCST010538	0.2031382914111053	1.0605306691564698	0.0813894049329921	Network Dilution			1.0	1.1511998357978528	StringHC
EFO_0007117_GCST90092503	0.0271894524078815	0.0769114845576007	0.0813894049329921	Network Dilution			1.0	1.0190250045663856	StringHC
EFO_0010156_GCST010572	-0.1994901215561723	0.9366666410482504	0.0813894049329921	Network Dilution			1.0	0.8708582883526812	StringHC
EFO_0007117_GCST90100572	0.0889787754782789	0.3273480771599975	0.0813894049329921	Network Dilution			1.0	1.0636170251449975	StringHC
EFO_0006501_GCST010541	0.146607019937472	0.7728849174108748	0.0813894049329921	Network Dilution			1.0	1.1069630144122242	StringHC
EFO_0005213_GCST006366	0.0294384660648493	0.0959339480854972	0.0813894049329921	Network Dilution			1.0	1.0206147989145842	StringHC
EFO_0007117_GCST90092505	0.0293917228249839	0.0868221660095319	0.0813894049329921	Network Dilution			1.0	1.0205817315870045	StringHC
EFO_0008036_GCST90094960	0.1387523089029138	0.6836102489268046	0.0813894049329921	Network Dilution			1.0	1.1009525633047723	StringHC
EFO_0006332_GCST90100525	-0.239390852695263	1.0766523435021744	0.0813894049329921	Network Dilution			1.0	0.8471029080544538	StringHC
EFO_0005213_GCST90000654	0.0387012150339565	0.1243600629958316	0.0813894049329921	Network Dilution			1.0	1.0271886845621723	StringHC
EFO_0004741_GCST008062	0.1135799189434054	0.4491603949342149	0.0813894049329921	Network Dilution			1.0	1.0819095703917414	StringHC
EFO_0009863_GCST007710	0.425929844343838	4.596536298654683	0.0813894049329921	Network Dilution			1.0	1.3434380951628326	StringHC
EFO_0006525_GCST007459	0.3202895994916084	2.781464494783472	0.0813894049329921	Network Dilution			1.0	1.2485811577752555	StringHC
EFO_0005213_GCST009414	-0.048119909606773	0.1614027471833436	0.0813894049329921	Network Dilution			1.0	0.9671959377770614	StringHC
EFO_0008036_GCST90094959	0.0129076208343271	0.0400051616715838	0.0813894049329921	Network Dilution			1.0	1.0089870239575756	StringHC
EFO_0004343_GCST008996	-0.1153830524328285	0.4197594917346237	0.0813894049329921	Network Dilution			1.0	0.9231371744542768	StringHC
EFO_0007117_GCST90092502	-0.1689964925726464	0.7544873321858502	0.0813894049329921	Network Dilution			1.0	0.8894611559606603	StringHC
EFO_0007117_GCST90092504	0.3251622123625799	2.5104633705179045	0.0813894049329921	Network Dilution			1.0	1.2528052924263866	StringHC
EFO_0005423_GCST008789	0.1389026854202839	0.5878755938266829	0.0813894049329921	Network Dilution			1.0	1.101067324939175	StringHC
EFO_0004343_GCST008998	-0.0390561705011198	0.1204453990610256	0.0813894049329921	Network Dilution			1.0	0.9732914788769443	StringHC
EFO_0004343_GCST008997	-0.1909655805457164	0.7664962396588656	0.0813894049329921	Network Dilution			1.0	0.8760192146632139	StringHC
EFO_0010225_GCST90060151	-0.3401716676350113	2.026087429580296	0.0813894049329921	Network Dilution			1.0	0.7899473097000643	StringHC
EFO_0006525_GCST90179151	-0.1469462092157135	0.5914208745913325	0.0813894049329921	Network Dilution			1.0	0.9031601837887131	StringHC
EFO_0004741_GCST90278623	-0.2255003778533557	1.1031432272627957	0.0813894049329921	Network Dilution			1.0	0.8552983264114479	StringHC
EFO_0004343_GCST90103754	0.2094256474488356	1.2005905203848732	0.0813894049329921	Network Dilution			1.0	1.1562277854383816	StringHC
EFO_0004741_GCST90103632	-0.1461260840094114	0.5457651042517344	0.0813894049329921	Network Dilution			1.0	0.9036737469355618	StringHC
EFO_0010821_GCST90267352	-0.3686211722426572	2.164943898279884	0.0813894049329921	Network Dilution			1.0	0.7745223778669821	StringHC
EFO_0004343_GCST90278649	0.0559463373498419	0.1983219409641068	0.0813894049329921	Network Dilution			1.0	1.039540767578558	StringHC
EFO_0000731_GCST009158	-0.0173542577978377	0.0516359440116306	0.0813894049329921	Network Dilution			1.0	0.9880430049904545	StringHC
EFO_0600008_GCST90268467	-0.0350105082842815	0.1235512131216587	0.0813894049329921	Network Dilution			1.0	0.9760246515940575	StringHC
EFO_0021898_GCST90269581	0.1434057562759463	0.7201050199883618	0.0813894049329921	Network Dilution			1.0	1.1045094454600852	StringHC
EFO_0004741_GCST90018948	0.1880831815608567	0.8632794328435931	0.0813894049329921	Network Dilution			1.0	1.13924906108499	StringHC
EFO_0000731_GCST90018934	0.0564732848381658	0.2146701649892329	0.0813894049329921	Network Dilution			1.0	1.0399205314459552	StringHC
EFO_0010225_GCST90060164	-0.0790613009221499	0.2928558116575548	0.0813894049329921	Network Dilution			1.0	0.9466734056976902	StringHC
EFO_0010821_GCST90016673	0.2823479244001769	2.0435434165901003	0.0813894049329921	Network Dilution			1.0	1.2161725434165094	StringHC
EFO_0000731_GCST90018714	0.0220051851428179	0.0663608874750749	0.0813894049329921	Network Dilution			1.0	1.0153697501699106	StringHC
EFO_0004741_GCST90018728	-0.3022813587566345	1.544089759617257	0.0813894049329921	Network Dilution			1.0	0.8109689825265446	StringHC
EFO_0004237_GCST90018847	0.1060512623462378	0.454445492765935	0.0813894049329921	Network Dilution			1.0	1.0762783668048272	StringHC
EFO_0006525_GCST007459	0.0760141659060894	0.2874344721266916	0.0503478916190542	Network Dilution			1.0	1.054101773526234	StringHC
EFO_0007117_GCST90100572	0.0928686082164498	0.3925449767853314	0.0503478916190542	Network Dilution			1.0	1.0664886471876451	StringHC
EFO_0007117_GCST90100573	0.013878572863132	0.0411972966004976	0.0503478916190542	Network Dilution			1.0	1.009666313559322	StringHC
