Trait	Log2SizeOE	-logCOLOC p	Test Annotation	Test	TraitC	TraitR	Repeat	SizeOE	Network
GO:0042594	1.320627806791188	189.7418418066592	1.0	Relevance-GO			2.0	2.4977477875324583	PCNet2.0
GO:0042594	1.5266678179755822	250.0	1.0	Relevance-GO			3.0	2.881196022933449	PCNet2.0
GO:0043197	-0.0258820245672357	0.1128329791052256	0.0	Relevance-GO			1.0	0.982219912363097	PCNet2.0
GO:0043197	0.1975061874871518	1.7377862945235831	0.0	Relevance-GO			2.0	1.146714454173205	PCNet2.0
GO:0043197	-0.0070352486954247	0.0286313632085766	0.0	Relevance-GO			3.0	0.9951354078435185	PCNet2.0
GO:0043197	0.4363595407241728	9.448672011996154	0.25	Relevance-GO			1.0	1.353185422648941	PCNet2.0
GO:0043197	0.4692370923297195	12.396747338018352	0.25	Relevance-GO			2.0	1.3843772057418506	PCNet2.0
GO:0043197	0.322817530009709	4.805485658117533	0.25	Relevance-GO			3.0	1.250770874410444	PCNet2.0
GO:0043197	1.2129944717172434	148.3449576586688	0.5	Relevance-GO			1.0	2.3181830207148337	PCNet2.0
GO:0043197	1.280985292393172	168.79479563605184	0.5	Relevance-GO			2.0	2.430048810463176	PCNet2.0
GO:0043197	1.1149173431118458	110.1526124489726	0.5	Relevance-GO			3.0	2.165825999985609	PCNet2.0
GO:0043197	1.547237391182211	250.0	0.75	Relevance-GO			1.0	2.9225696176747564	PCNet2.0
GO:0043197	1.548146206791915	250.0	0.75	Relevance-GO			2.0	2.9244112498824473	PCNet2.0
GO:0043197	1.690363957938665	250.0	0.75	Relevance-GO			3.0	3.2273811263497945	PCNet2.0
GO:0043197	1.847945472257316	250.0	1.0	Relevance-GO			1.0	3.59987165674963	PCNet2.0
GO:0043197	1.820930749924095	250.0	1.0	Relevance-GO			2.0	3.5330906117578165	PCNet2.0
GO:0043197	1.841666917117443	250.0	1.0	Relevance-GO			3.0	3.5842391898689887	PCNet2.0
GO:0043270	0.143674357531264	0.9961088337630896	0.0	Relevance-GO			1.0	1.1047151023966868	PCNet2.0
GO:0043270	-0.1154613635411684	0.6003262785189618	0.0	Relevance-GO			2.0	0.923087066890845	PCNet2.0
GO:0043270	-0.2083303184730824	1.3910463007241372	0.0	Relevance-GO			3.0	0.8655383697560355	PCNet2.0
GO:0043270	0.1151382028284267	0.7530093007584502	0.25	Relevance-GO			1.0	1.0830787939822621	PCNet2.0
GO:0043270	0.2812297084182944	3.329012396989966	0.25	Relevance-GO			2.0	1.215230267582573	PCNet2.0
GO:0043270	0.4101739968898001	7.378200775997333	0.25	Relevance-GO			3.0	1.3288460705155056	PCNet2.0
GO:0043270	0.9839351541317676	61.48188105285685	0.5	Relevance-GO			1.0	1.9778529307629384	PCNet2.0
GO:0043270	1.0236749177878264	73.07334892291111	0.5	Relevance-GO			2.0	2.033091178899448	PCNet2.0
GO:0043270	1.2907317198878467	164.85886390987926	0.5	Relevance-GO			3.0	2.4465210907619217	PCNet2.0
GO:0043270	1.5737670189058122	250.0	0.75	Relevance-GO			1.0	2.976809745947578	PCNet2.0
GO:0043270	1.5757645816224346	250.0	0.75	Relevance-GO			2.0	2.9809343062861506	PCNet2.0
GO:0043270	1.6945089410786989	250.0	0.75	Relevance-GO			3.0	3.236666994564304	PCNet2.0
GO:0043270	1.9575327441787551	250.0	1.0	Relevance-GO			1.0	3.883971849072757	PCNet2.0
GO:0043270	1.837724765447779	250.0	1.0	Relevance-GO			2.0	3.574458656108505	PCNet2.0
GO:0043270	1.7562172106243306	250.0	1.0	Relevance-GO			3.0	3.378112116361423	PCNet2.0
GO:0043292	-0.0294828898779477	0.1304162922865762	0.0	Relevance-GO			1.0	0.9797714174796767	PCNet2.0
GO:0043292	0.0531977217879809	0.3018994543766101	0.0	Relevance-GO			2.0	1.037562125022276	PCNet2.0
GO:0043292	-0.3222962449272754	2.756713853916554	0.0	Relevance-GO			3.0	0.7997958803152079	PCNet2.0
GO:0043292	0.8181059071985641	39.02548830726267	0.25	Relevance-GO			1.0	1.763089738205236	PCNet2.0
GO:0043292	0.7315040689818719	30.190440285364733	0.25	Relevance-GO			2.0	1.6603691928691513	PCNet2.0
GO:0043292	1.0541628149648987	67.82246350007014	0.25	Relevance-GO			3.0	2.0765128721707513	PCNet2.0
GO:0043292	1.4487811200658207	201.01188715973169	0.5	Relevance-GO			1.0	2.729773254047846	PCNet2.0
GO:0043292	1.399045343253821	178.58302682739696	0.5	Relevance-GO			2.0	2.6372701158913063	PCNet2.0
GO:0043292	1.2480959214741052	126.34198860334288	0.5	Relevance-GO			3.0	2.3752772536167113	PCNet2.0
GO:0043292	1.608457859755336	250.0	0.75	Relevance-GO			1.0	3.0492572322126663	PCNet2.0
GO:0043292	1.5477464189452264	249.99999870146144	0.75	Relevance-GO			2.0	2.9236009732360095	PCNet2.0
GO:0043292	1.6739048374537775	250.0	0.75	Relevance-GO			3.0	3.190770483806728	PCNet2.0
GO:0043292	1.976498964100053	250.0	1.0	Relevance-GO			1.0	3.9353691300563813	PCNet2.0
GO:0043292	1.9563868564953453	250.0	1.0	Relevance-GO			2.0	3.8808881561496364	PCNet2.0
GO:0043292	1.8491850153731828	250.0	1.0	Relevance-GO			3.0	3.6029659445100606	PCNet2.0
GO:0043583	-0.2113673035769478	1.549442990581671	0.0	Relevance-GO			1.0	0.8637182606757434	PCNet2.0
GO:0043583	-0.0606986728977797	0.3045183235098025	0.0	Relevance-GO			2.0	0.9587996763466459	PCNet2.0
GO:0043583	0.1026802499602751	0.6788159726976859	0.0	Relevance-GO			3.0	1.0737664622629304	PCNet2.0
GO:0043583	0.6706249198751187	21.93218548883816	0.25	Relevance-GO			1.0	1.5917623082698702	PCNet2.0
GO:0043583	0.7229821272880992	24.364214764466347	0.25	Relevance-GO			2.0	1.6505903686921444	PCNet2.0
GO:0043583	0.2443326262576087	2.6181632000016566	0.25	Relevance-GO			3.0	1.1845446877549421	PCNet2.0
GO:0043583	1.049820051894076	82.21424320003736	0.5	Relevance-GO			1.0	2.070271605519156	PCNet2.0
GO:0043583	1.1224054428109331	94.56479289675926	0.5	Relevance-GO			2.0	2.177096630198993	PCNet2.0
GO:0043583	1.2938347762014355	139.1686422145579	0.5	Relevance-GO			3.0	2.451788914347868	PCNet2.0
GO:0043583	1.7740654030631489	250.0	0.75	Relevance-GO			1.0	3.420163757582188	PCNet2.0
GO:0043583	1.6646883224348636	250.0	0.75	Relevance-GO			2.0	3.170451533091809	PCNet2.0
GO:0043583	1.5289522658944144	250.0	0.75	Relevance-GO			3.0	2.885761891630514	PCNet2.0
GO:0043583	1.9207042973433688	250.0	1.0	Relevance-GO			1.0	3.7860784300959036	PCNet2.0
GO:0043583	1.8773566281077791	250.0	1.0	Relevance-GO			2.0	3.6740127373594027	PCNet2.0
GO:0043583	1.8736872628052603	250.0	1.0	Relevance-GO			3.0	3.664680089244551	PCNet2.0
GO:0045619	0.125884573083755	0.845576026885353	0.0	Relevance-GO			1.0	1.0911765708801997	PCNet2.0
GO:0045619	-0.2082254504962392	1.47391930819797	0.0	Relevance-GO			2.0	0.8656012871114791	PCNet2.0
GO:0045619	0.0662557042884921	0.3638131048012757	0.0	Relevance-GO			3.0	1.0469958358120166	PCNet2.0
GO:0045619	0.6341230583214831	19.87484417041947	0.25	Relevance-GO			1.0	1.551994084163726	PCNet2.0
GO:0045619	0.7807878863522419	35.938924676370206	0.25	Relevance-GO			2.0	1.7180688905670027	PCNet2.0
GO:0045619	1.006836183934428	85.81644546638114	0.25	Relevance-GO			3.0	2.009499451954695	PCNet2.0
GO:0045619	1.251829679508976	188.3938336853924	0.5	Relevance-GO			1.0	2.3814325369522407	PCNet2.0
GO:0045619	1.552447776349572	250.0	0.5	Relevance-GO			2.0	2.933143747353372	PCNet2.0
GO:0045619	1.2638706919460725	178.43427021216888	0.5	Relevance-GO			3.0	2.401391609763886	PCNet2.0
GO:0045619	1.6770326580493728	250.0	0.75	Relevance-GO			1.0	3.197695706300193	PCNet2.0
GO:0045619	1.6614926575708089	250.0	0.75	Relevance-GO			2.0	3.1634365456078894	PCNet2.0
GO:0045619	1.7627399625839255	250.0	0.75	Relevance-GO			3.0	3.393419907435046	PCNet2.0
GO:0045619	1.8736653399408991	250.0	1.0	Relevance-GO			1.0	3.664624402025954	PCNet2.0
GO:0045619	1.940045595714329	250.0	1.0	Relevance-GO			2.0	3.8371777476255082	PCNet2.0
GO:0045619	2.063284738981944	250.0	1.0	Relevance-GO			3.0	4.179367835268435	PCNet2.0
GO:0045637	0.0629373285624508	0.3382819423053407	0.0	Relevance-GO			1.0	1.0445903843184274	PCNet2.0
GO:0045637	-0.4078353817501802	4.147764060588113	0.0	Relevance-GO			2.0	0.7537534566662427	PCNet2.0
GO:0045637	-0.0466881404701169	0.2111955069553516	0.0	Relevance-GO			3.0	0.9681562853472901	PCNet2.0
GO:0045637	0.2008618666171528	1.919012953089113	0.25	Relevance-GO			1.0	1.1493847928905485	PCNet2.0
GO:0045637	0.1384218946522439	1.033623576911077	0.25	Relevance-GO			2.0	1.100700445738197	PCNet2.0
GO:0045637	0.1534598236436971	1.1671718704606464	0.25	Relevance-GO			3.0	1.112233598197113	PCNet2.0
GO:0045637	0.8473769136190543	52.4639468448408	0.5	Relevance-GO			1.0	1.79922662275006	PCNet2.0
GO:0045637	0.8379076613395385	49.147154181985	0.5	Relevance-GO			2.0	1.7874559162194938	PCNet2.0
GO:0045637	0.1208415206443333	0.8161609629435788	0.5	Relevance-GO			3.0	1.0873689373397866	PCNet2.0
GO:0045637	1.351402771545246	245.9244165448061	0.75	Relevance-GO			1.0	2.5516010398073714	PCNet2.0
GO:0045637	1.4855369841253263	250.0	0.75	Relevance-GO			2.0	2.800213802114265	PCNet2.0
GO:0045637	1.4647912412248585	250.0	0.75	Relevance-GO			3.0	2.7602352703151873	PCNet2.0
GO:0045637	1.6541878045138416	250.0	1.0	Relevance-GO			1.0	3.147459478965147	PCNet2.0
GO:0045637	1.6814595496234916	250.0	1.0	Relevance-GO			2.0	3.207522864871828	PCNet2.0
GO:0045637	1.6889422308329411	250.0	1.0	Relevance-GO			3.0	3.2242022181559467	PCNet2.0
GO:0046943	-0.2385195948511004	1.9597933724252887	0.0	Relevance-GO			1.0	0.8476146364057434	PCNet2.0
GO:0046943	-0.0770552929149615	0.3748934245965324	0.0	Relevance-GO			2.0	0.9479906316219934	PCNet2.0
GO:0046943	0.0804950789417446	0.4824082692880922	0.0	Relevance-GO			3.0	1.0573808318361237	PCNet2.0
GO:0046943	1.1540073588237765	85.92775010238648	0.25	Relevance-GO			1.0	2.225311591894266	PCNet2.0
GO:0046943	0.8439397475655108	39.575445023393286	0.25	Relevance-GO			2.0	1.7949451360303108	PCNet2.0
GO:0046943	0.815968687575133	34.31569335392837	0.25	Relevance-GO			3.0	1.760479817048176	PCNet2.0
GO:0046943	1.5766542942277604	249.99999972504824	0.5	Relevance-GO			1.0	2.9827732207631343	PCNet2.0
GO:0046943	1.2926141070486303	146.433916215832	0.5	Relevance-GO			2.0	2.4497153248155765	PCNet2.0
GO:0046943	1.4675373673911398	188.21745571599	0.5	Relevance-GO			3.0	2.7654942978793313	PCNet2.0
GO:0046943	1.9262042442665184	250.0	0.75	Relevance-GO			1.0	3.80053954088125	PCNet2.0
GO:0046943	2.0052729402104217	250.0	0.75	Relevance-GO			2.0	4.014646444073304	PCNet2.0
GO:0046943	1.896168142151554	250.0	0.75	Relevance-GO			3.0	3.722232421516431	PCNet2.0
GO:0046943	2.244296354019386	250.0	1.0	Relevance-GO			1.0	4.738059625228774	PCNet2.0
GO:0046943	2.1302490213517866	250.0	1.0	Relevance-GO			2.0	4.377930407602017	PCNet2.0
GO:0046943	2.262520110423534	250.0	1.0	Relevance-GO			3.0	4.798289189369806	PCNet2.0
GO:0048588	0.1943783150514623	1.7486051499598958	0.0	Relevance-GO			1.0	1.1442309832817614	PCNet2.0
GO:0048588	0.1895771973606445	1.504594436853807	0.0	Relevance-GO			2.0	1.1404294475524819	PCNet2.0
GO:0048588	-0.0319875241842028	0.1330041868893521	0.0	Relevance-GO			3.0	0.978071931362662	PCNet2.0
GO:0048588	0.2810866606585062	3.317133204337676	0.25	Relevance-GO			1.0	1.2151097796453647	PCNet2.0
GO:0048588	0.3526215256103217	5.48758245139916	0.25	Relevance-GO			2.0	1.276878740855686	PCNet2.0
GO:0048588	0.0126616563047896	0.0547284184922901	0.25	Relevance-GO			3.0	1.0088150168062415	PCNet2.0
GO:0048588	0.6317023461275157	23.04803141550709	0.5	Relevance-GO			1.0	1.5493921615366282	PCNet2.0
GO:0048588	0.5339754221823367	15.274496731140683	0.5	Relevance-GO			2.0	1.4479135054497856	PCNet2.0
GO:0048588	0.902181785496592	51.861381566100505	0.5	Relevance-GO			3.0	1.868890166762507	PCNet2.0
GO:0048588	1.329465528595354	211.8110715162392	0.75	Relevance-GO			1.0	2.5130955567219226	PCNet2.0
GO:0048588	1.1724728893665952	139.16513442009995	0.75	Relevance-GO			2.0	2.2539771489057006	PCNet2.0
GO:0048588	1.090653506065951	118.70245833218183	0.75	Relevance-GO			3.0	2.129704851389972	PCNet2.0
GO:0048588	1.5233690990028528	250.0	1.0	Relevance-GO			1.0	2.8746157005072193	PCNet2.0
GO:0048588	1.5002036385378186	250.0	1.0	Relevance-GO			2.0	2.8288263895939805	PCNet2.0
GO:0048588	1.509448866519184	250.0	1.0	Relevance-GO			3.0	2.847012577308728	PCNet2.0
GO:0048705	-0.0748508936265669	0.4023048140744876	0.0	Relevance-GO			1.0	0.9494402430567023	PCNet2.0
GO:0048705	0.4018267591171461	7.187420844590953	0.0	Relevance-GO			2.0	1.321179746979821	PCNet2.0
GO:0048705	-0.0842326996410222	0.4496493276983845	0.0	Relevance-GO			3.0	0.9432860911998879	PCNet2.0
GO:0048705	0.6127044925249457	21.07186029312488	0.25	Relevance-GO			1.0	1.529123035266984	PCNet2.0
GO:0048705	0.6364158900164562	17.61261017366127	0.25	Relevance-GO			2.0	1.5544625825655007	PCNet2.0
GO:0048705	1.0947497999270397	108.91793306571488	0.25	Relevance-GO			3.0	2.1357603887156436	PCNet2.0
GO:0048705	1.186050490078158	144.32707130955728	0.5	Relevance-GO			1.0	2.2752900828045455	PCNet2.0
GO:0048705	1.4556449202297133	203.215240105336	0.5	Relevance-GO			2.0	2.7427914313020105	PCNet2.0
GO:0048705	1.5128163372314487	216.64054397987903	0.5	Relevance-GO			3.0	2.853665701456209	PCNet2.0
GO:0048705	1.729573252531728	250.0	0.75	Relevance-GO			1.0	3.3162970814486763	PCNet2.0
GO:0048705	1.7656340191573914	250.0	0.75	Relevance-GO			2.0	3.4002339642852113	PCNet2.0
GO:0048705	1.8998944854064683	250.0	0.75	Relevance-GO			3.0	3.731859018659294	PCNet2.0
GO:0048705	1.8652461941563896	250.0	1.0	Relevance-GO			1.0	3.6433010062140867	PCNet2.0
GO:0048705	2.009152347139041	250.0	1.0	Relevance-GO			2.0	4.025456355672706	PCNet2.0
GO:0048705	1.975369807114031	250.0	1.0	Relevance-GO			3.0	3.9322902319431434	PCNet2.0
GO:0048738	0.0375612996435393	0.1639925408744685	0.0	Relevance-GO			1.0	1.0263773934059046	PCNet2.0
GO:0048738	0.1130587998646676	0.7217037919087261	0.0	Relevance-GO			2.0	1.0815188420059867	PCNet2.0
GO:0048738	-0.2500470535158126	2.1067377141120085	0.0	Relevance-GO			3.0	0.8408689898544331	PCNet2.0
GO:0048738	0.7224834174730015	28.38997897533585	0.25	Relevance-GO			1.0	1.650019892371799	PCNet2.0
GO:0048738	0.8436711909538492	41.940436582098734	0.25	Relevance-GO			2.0	1.7946110394216226	PCNet2.0
GO:0048738	0.6163840675116095	21.007711646202907	0.25	Relevance-GO			3.0	1.5330280214235812	PCNet2.0
GO:0048738	1.155424899878156	120.390085589914	0.5	Relevance-GO			1.0	2.2274991788021463	PCNet2.0
GO:0048738	1.401107024130841	148.40033522121158	0.5	Relevance-GO			2.0	2.6410415964051435	PCNet2.0
GO:0048738	1.1101022991709717	97.5003129173816	0.5	Relevance-GO			3.0	2.158609531091314	PCNet2.0
GO:0048738	1.450386011697939	249.99999999993057	0.75	Relevance-GO			1.0	2.7328116147523356	PCNet2.0
GO:0048738	1.4634692294520153	250.0	0.75	Relevance-GO			2.0	2.757707090746396	PCNet2.0
GO:0048738	1.709808744651483	250.0	0.75	Relevance-GO			3.0	3.2711745520721207	PCNet2.0
GO:0048738	1.821863777221584	250.0	1.0	Relevance-GO			1.0	3.535376289657037	PCNet2.0
GO:0048738	1.7483978078054483	250.0	1.0	Relevance-GO			2.0	3.3598522875751047	PCNet2.0
GO:0048738	1.8251932129096564	250.0	1.0	Relevance-GO			3.0	3.5435446137867306	PCNet2.0
GO:0050769	-0.2165959600143939	1.544850478820172	0.0	Relevance-GO			1.0	0.8605936140042052	PCNet2.0
GO:0050769	0.191984520989635	1.8761483590329144	0.0	Relevance-GO			2.0	1.1423339904159415	PCNet2.0
GO:0050769	0.1390816113601268	1.0420098215931697	0.0	Relevance-GO			3.0	1.1012038899911254	PCNet2.0
GO:0050769	0.0905354607276551	0.5344684430264501	0.25	Relevance-GO			1.0	1.0647653000594177	PCNet2.0
GO:0050769	0.416962376203336	7.891434976267165	0.25	Relevance-GO			2.0	1.335113484646195	PCNet2.0
GO:0050769	-0.0306668366813946	0.1389437554231265	0.25	Relevance-GO			3.0	0.9789676984956678	PCNet2.0
GO:0050769	0.5492178335788958	14.610833915635467	0.5	Relevance-GO			1.0	1.4632921475760436	PCNet2.0
GO:0050769	0.7909523521437912	34.762959208620806	0.5	Relevance-GO			2.0	1.7302162364141471	PCNet2.0
GO:0050769	0.8601684120028635	54.77989191195994	0.5	Relevance-GO			3.0	1.8152502002371367	PCNet2.0
GO:0050769	1.298211437858631	205.5943122133272	0.75	Relevance-GO			1.0	2.459238128027937	PCNet2.0
GO:0050769	1.3509596904938546	235.8664610916298	0.75	Relevance-GO			2.0	2.550817511447433	PCNet2.0
GO:0050769	1.4281841103780626	249.8191575853533	0.75	Relevance-GO			3.0	2.69107781861361	PCNet2.0
GO:0050769	1.547230886815588	250.0	1.0	Relevance-GO			1.0	2.922556441347893	PCNet2.0
GO:0050769	1.574736614485317	250.0	1.0	Relevance-GO			2.0	2.9788110501789347	PCNet2.0
GO:0050769	1.498269061203676	250.0	1.0	Relevance-GO			3.0	2.825035626003351	PCNet2.0
GO:0050851	-0.312018305362315	3.0073139608378723	0.0	Relevance-GO			1.0	0.8055140703714508	PCNet2.0
GO:0050851	-0.0510524223931385	0.2365720064370627	0.0	Relevance-GO			2.0	0.9652319511474442	PCNet2.0
GO:0050851	0.0654760165022737	0.3452460667470697	0.0	Relevance-GO			3.0	1.046430151939814	PCNet2.0
GO:0050851	0.8540908545801911	48.62433638603911	0.25	Relevance-GO			1.0	1.807619285819852	PCNet2.0
GO:0050851	1.0562668317733954	90.70333480973846	0.25	Relevance-GO			2.0	2.079543454022651	PCNet2.0
GO:0050851	0.92695030095993	58.98380264648756	0.25	Relevance-GO			3.0	1.901252705553308	PCNet2.0
GO:0050851	1.4036331194599274	196.413750361134	0.5	Relevance-GO			1.0	2.6456699945300497	PCNet2.0
GO:0050851	1.5586672187107724	250.0	0.5	Relevance-GO			2.0	2.945815792497571	PCNet2.0
GO:0050851	1.5436250581634967	250.0	0.5	Relevance-GO			3.0	2.915261012346785	PCNet2.0
GO:0050851	1.9394643464779395	250.0	0.75	Relevance-GO			1.0	3.8356320935979955	PCNet2.0
GO:0050851	1.918312155514784	250.0	0.75	Relevance-GO			2.0	3.7798059110453956	PCNet2.0
GO:0050851	1.971617217506734	250.0	0.75	Relevance-GO			3.0	3.922075254818952	PCNet2.0
GO:0050851	2.1901021929827853	250.0	1.0	Relevance-GO			1.0	4.563378097899435	PCNet2.0
GO:0050851	2.2020102369335843	250.0	1.0	Relevance-GO			2.0	4.601200222030603	PCNet2.0
GO:0050851	2.1678472879404787	250.0	1.0	Relevance-GO			3.0	4.493523938754429	PCNet2.0
GO:0050870	-0.1571314293023333	0.9779842601822796	0.0	Relevance-GO			1.0	0.8968064570064905	PCNet2.0
GO:0050870	0.1508942745270875	1.1077383930844649	0.0	Relevance-GO			2.0	1.110257467301278	PCNet2.0
GO:0050870	-0.0279731114592989	0.1202162199095842	0.0	Relevance-GO			3.0	0.9807972836396043	PCNet2.0
GO:0050870	0.3615194921051693	6.11724784438692	0.25	Relevance-GO			1.0	1.2847783544626903	PCNet2.0
GO:0050870	0.8586029110290706	42.06925467168889	0.25	Relevance-GO			2.0	1.8132814995793007	PCNet2.0
GO:0050870	0.7758503776105584	44.46382046786277	0.25	Relevance-GO			3.0	1.712198987149895	PCNet2.0
GO:0050870	1.4354836709278267	250.0	0.5	Relevance-GO			1.0	2.7047282881336474	PCNet2.0
GO:0050870	1.3425201066762071	208.7157949322982	0.5	Relevance-GO			2.0	2.5359391119102903	PCNet2.0
GO:0050870	1.610840405594622	250.0	0.5	Relevance-GO			3.0	3.054297103519584	PCNet2.0
GO:0050870	1.71251283637301	250.0	0.75	Relevance-GO			1.0	3.277311573908271	PCNet2.0
GO:0050870	1.7617048160688211	250.0	0.75	Relevance-GO			2.0	3.3909859717790036	PCNet2.0
GO:0050870	1.900286687038898	250.0	0.75	Relevance-GO			3.0	3.7328736753425265	PCNet2.0
GO:0050870	1.99420642733859	250.0	1.0	Relevance-GO			1.0	3.983969015922667	PCNet2.0
GO:0050870	1.952755422949645	250.0	1.0	Relevance-GO			2.0	3.871131787129265	PCNet2.0
GO:0050870	2.061012793176336	250.0	1.0	Relevance-GO			3.0	4.172791376408683	PCNet2.0
GO:0050920	-0.0162145126023218	0.0640898635694925	0.0	Relevance-GO			1.0	0.9888238784084277	PCNet2.0
GO:0050920	0.0757869989667075	0.3995716742678688	0.0	Relevance-GO			2.0	1.053935807597592	PCNet2.0
GO:0050920	-0.2394405205293344	1.9344202852715515	0.0	Relevance-GO			3.0	0.8470737452437036	PCNet2.0
GO:0050920	-0.0399372704762983	0.1874208445909533	0.25	Relevance-GO			1.0	0.972697240139674	PCNet2.0
GO:0050920	0.5887321684410334	14.807432546663454	0.25	Relevance-GO			2.0	1.5039245268605694	PCNet2.0
GO:0050920	0.3986788106791761	7.172695358910265	0.25	Relevance-GO			3.0	1.318300086730269	PCNet2.0
GO:0050920	1.068179168895911	82.673050005834	0.5	Relevance-GO			1.0	2.096785335505971	PCNet2.0
GO:0050920	0.836489584131122	42.65718268536427	0.5	Relevance-GO			2.0	1.7856998242644617	PCNet2.0
GO:0050920	1.2500811580037614	156.03625938114212	0.5	Relevance-GO			3.0	2.3785480301329667	PCNet2.0
GO:0050920	1.6325985717320948	250.0	0.75	Relevance-GO			1.0	3.1007099363021573	PCNet2.0
GO:0050920	1.78226437655007	250.0	0.75	Relevance-GO			2.0	3.4396562106209307	PCNet2.0
GO:0050920	1.7202807831565643	250.0	0.75	Relevance-GO			3.0	3.2950052939553998	PCNet2.0
GO:0050920	1.8581917715851937	250.0	1.0	Relevance-GO			1.0	3.6255296479536714	PCNet2.0
GO:0050920	1.8095090022114788	250.0	1.0	Relevance-GO			2.0	3.5052297343211856	PCNet2.0
GO:0050920	1.8135123129315107	250.0	1.0	Relevance-GO			3.0	3.5149698461977663	PCNet2.0
GO:0051216	0.0589465230913395	0.3243132913005989	0.0	Relevance-GO			1.0	1.041704815036358	PCNet2.0
GO:0051216	0.2844506921247237	3.4845235586176244	0.0	Relevance-GO			2.0	1.2179464408052656	PCNet2.0
GO:0051216	-0.0793988248829498	0.4240043797967324	0.0	Relevance-GO			3.0	0.9464519537800647	PCNet2.0
GO:0051216	0.6208098368288076	18.763462738511308	0.25	Relevance-GO			1.0	1.537738127009544	PCNet2.0
GO:0051216	0.6948649046193148	22.37242933581945	0.25	Relevance-GO			2.0	1.618732846263868	PCNet2.0
GO:0051216	0.8203175423815652	31.98005331832116	0.25	Relevance-GO			3.0	1.7657946075734081	PCNet2.0
GO:0051216	1.3969901855943745	194.52665903581408	0.5	Relevance-GO			1.0	2.633515928702735	PCNet2.0
GO:0051216	1.0947414133858209	87.02401705628745	0.5	Relevance-GO			2.0	2.135747973347208	PCNet2.0
GO:0051216	1.4240040377328724	218.5440897596173	0.5	Relevance-GO			3.0	2.683291959599022	PCNet2.0
GO:0051216	1.960693297358209	250.0	0.75	Relevance-GO			1.0	3.8924899039603624	PCNet2.0
GO:0051216	1.8014527481991136	250.0	0.75	Relevance-GO			2.0	3.4857104865747908	PCNet2.0
GO:0051216	1.856538330036388	250.0	0.75	Relevance-GO			3.0	3.6213768870741507	PCNet2.0
GO:0051216	2.0032715980579825	250.0	1.0	Relevance-GO			1.0	4.009081088575274	PCNet2.0
GO:0051216	2.012469527089084	250.0	1.0	Relevance-GO			2.0	4.034722711991916	PCNet2.0
GO:0051216	2.032433923025109	250.0	1.0	Relevance-GO			3.0	4.090944381072962	PCNet2.0
GO:0051222	-0.1750454861109138	1.0198602222542454	0.0	Relevance-GO			1.0	0.8857395925597874	PCNet2.0
GO:0051222	0.1493224615680497	1.156704917263493	0.0	Relevance-GO			2.0	1.1090485030225141	PCNet2.0
GO:0051222	-0.1976798025685185	1.3677452233152865	0.0	Relevance-GO			3.0	0.8719517424740559	PCNet2.0
GO:0051222	0.3337695430734685	4.07763790321521	0.25	Relevance-GO			1.0	1.2603020541354641	PCNet2.0
GO:0051222	0.0382342184874755	0.1671080552402094	0.25	Relevance-GO			2.0	1.0268562401263823	PCNet2.0
GO:0051222	-0.0686918002168226	0.3551676711743637	0.25	Relevance-GO			3.0	0.9535022181237046	PCNet2.0
GO:0051222	0.3801981119479685	6.119072134732915	0.5	Relevance-GO			1.0	1.3015205689363876	PCNet2.0
GO:0051222	0.2415122011923114	2.705533773838407	0.5	Relevance-GO			2.0	1.1822312009385376	PCNet2.0
GO:0051222	0.4213700899835906	9.394264106123254	0.5	Relevance-GO			3.0	1.339198753327706	PCNet2.0
GO:0051222	0.8587047287569092	41.17192040944325	0.75	Relevance-GO			1.0	1.81340947584042	PCNet2.0
GO:0051222	0.3761249497708165	7.602581457648652	0.75	Relevance-GO			2.0	1.2978511671200947	PCNet2.0
GO:0051222	0.9493262003306756	61.29362364416031	0.75	Relevance-GO			3.0	1.9309706021864412	PCNet2.0
GO:0051222	1.0419511846917957	97.5632014897682	1.0	Relevance-GO			1.0	2.0590104966122458	PCNet2.0
GO:0051222	1.2588282610381962	180.49106647395	1.0	Relevance-GO			2.0	2.393013044330165	PCNet2.0
GO:0051222	0.8844353605848605	64.26034855629062	1.0	Relevance-GO			3.0	1.8460419794334	PCNet2.0
GO:0051346	-0.4897015010903582	5.825068406471558	0.0	Relevance-GO			1.0	0.7121724336514663	PCNet2.0
GO:0051346	-0.1695408825955158	1.2758880460387878	0.0	Relevance-GO			2.0	0.8891255878609534	PCNet2.0
GO:0051346	0.26829345880869	3.202940305300029	0.0	Relevance-GO			3.0	1.2043823399044553	PCNet2.0
GO:0051346	0.4922271715521618	10.600326278518962	0.25	Relevance-GO			1.0	1.4066146726933089	PCNet2.0
GO:0051346	0.5107628760371643	10.67039875164348	0.25	Relevance-GO			2.0	1.4248034116400028	PCNet2.0
GO:0051346	0.5478313350209612	14.732124580681102	0.25	Relevance-GO			3.0	1.461886529759833	PCNet2.0
GO:0051346	1.249513745148844	112.8884014751196	0.5	Relevance-GO			1.0	2.377612729655775	PCNet2.0
GO:0051346	1.2972670802988049	150.95194682688438	0.5	Relevance-GO			2.0	2.4576288896783773	PCNet2.0
GO:0051346	0.8075316549919109	39.432268037451934	0.5	Relevance-GO			3.0	1.7502143915178918	PCNet2.0
GO:0051346	1.458693188427267	212.5185573714977	0.75	Relevance-GO			1.0	2.7485927979126177	PCNet2.0
