	log2COLOC_norm	log2COLOC	Prediction	Residual
31367044_EFO_0005058_GCST90092993_EFO_0005058	0.0687960687960688	-0.3758344815206113	0.31883669967108175	-0.25004063087501294
31367044_EFO_0005058_GCST90302120_EFO_0005058	0.1769041769041769	-0.0115427572479741	0.2909164667580848	-0.1140122898539079
31367044_EFO_0005110_GCST90092928_EFO_0005110	0.9373464373464373	2.041219500539159	0.8907246758249202	0.04662176152151709
31367044_EFO_0005110_GCST90092980_EFO_0005110	0.9238329238329238	1.9791780177493408	0.9655532174700343	-0.041720293637110495
31367044_EFO_0005110_GCST90092987_EFO_0005110	0.9465601965601965	2.063067506481623	0.9690688620863481	-0.022508665526151606
31367044_EFO_0005110_GCST90269539_EFO_0005110	0.8458230958230958	1.8214552096590004	0.9221635117419827	-0.07634041591888696
31367044_EFO_0005110_GCST90302118_EFO_0005110	0.8636363636363636	1.8547111693526008	0.9392377834939789	-0.07560141985761526
31367044_EFO_0008595_GCST90091671_EFO_0008595	0.6185503685503686	1.3320518413400235	0.7889728480728209	-0.17042247952245226
31367044_EFO_0008595_GCST90301982_EFO_0008595	0.7475429975429977	1.6394964454677226	0.7764047035554807	-0.028861706012483057
31367044_EFO_0009765_GCST90010722_EFO_0009765	0.3654791154791155	0.5691795034802285	0.4407691375372533	-0.07529002205813778
31367044_EFO_0009765_GCST90092806_EFO_0009765	0.5479115479115478	1.0794807494503509	0.4492238841950388	0.09868766371650906
31367044_EFO_0009765_GCST90269557_EFO_0009765	0.4133906633906634	0.7076935454678873	0.437948299629076	-0.024557636238412617
31367044_EFO_0009765_GCST90301943_EFO_0009765	0.6326781326781327	1.364188554048117	0.4613479311991873	0.17133020147894534
31367044_EFO_0009767_GCST007838_EFO_0009767	0.9416461916461917	2.051861971258538	0.5157261038793237	0.42592008776686796
31367044_EFO_0009767_GCST90010729_EFO_0009767	0.9422604422604423	2.052542363144504	0.8663534625528645	0.07590697970757776
31367044_EFO_0009767_GCST90092820_EFO_0009767	0.8937346437346437	1.922639391752059	0.8384507702690848	0.055283873465558964
31367044_EFO_0009767_GCST90245226_EFO_0009767	0.9342751842751843	2.026257612746224	0.9197605766559385	0.014514607619245834
31367044_EFO_0009767_GCST90301967_EFO_0009767	0.9643734643734644	2.141353046592578	0.8612987450622814	0.10307471931118295
31367044_EFO_0010116_GCST90092812_EFO_0010116	0.745085995085995	1.6360980716306217	0.7878357231752131	-0.042749728089218064
31367044_EFO_0010116_GCST90245142_EFO_0010116	0.4539312039312039	0.8367739613456918	0.38289739059290984	0.07103381333829406
31367044_EFO_0010116_GCST90302117_EFO_0010116	0.6812039312039312	1.487297563003399	0.7532034002510268	-0.07199946904709564
31367044_EFO_0010117_GCST90092942_EFO_0010117	0.2714987714987715	0.2679322486231112	0.38146434330644896	-0.10996557180767746
31367044_EFO_0010117_GCST90269569_EFO_0010117	0.2886977886977887	0.3295416732796828	0.360211069979899	-0.07151328128211026
31367044_EFO_0010119_GCST90092931_EFO_0010119	0.41707616707616707	0.7246561064670919	0.6579841984626161	-0.24090803138644906
31367044_EFO_0010119_GCST90133362_EFO_0010119	0.44594594594594594	0.814291125320671	0.6557242340270343	-0.20977828808108834
31367044_EFO_0010119_GCST90269541_EFO_0010119	0.5546683046683046	1.1107198046030409	0.7338607514917649	-0.17919244682346025
31367044_EFO_0010119_GCST90301959_EFO_0010119	0.5552825552825553	1.115798920846212	0.7708440802877481	-0.21556152500519277
31367044_EFO_0010733_GCST90091585_EFO_0010733	0.7874692874692875	1.7048786201552493	0.8077258241593319	-0.020256536690044458
31367044_EFO_0010733_GCST90091725_EFO_0010733	0.5651105651105651	1.1519281891050166	0.785272437121558	-0.2201618720109929
31367044_EFO_0010733_GCST90092939_EFO_0010733	0.8808353808353808	1.8951423222635653	0.8494057619683942	0.031429618866986586
31367044_EFO_0010733_GCST90269543_EFO_0010733	0.6246928746928747	1.3460388506495804	0.4697672427116365	0.1549256319812382
31367044_EFO_0010733_GCST90302071_EFO_0010733	0.8249385749385749	1.7742935272492928	0.8079415889107304	0.016996986027844496
31367044_EFO_0010815_GCST90091726_EFO_0010815	0.6941031941031942	1.5113592154173223	0.8520430109304229	-0.15793981682722869
31367044_EFO_0010815_GCST90302074_EFO_0010815	0.8304668304668305	1.7831710326513923	0.8140011606084089	0.016465669858421572
31748686_MONDO_0008315_GCST011049_MONDO_0008315	0.24692874692874692	0.1942197861659241	0.2550293586978517	-0.008100611769104787
31748686_MONDO_0008315_GCST90011808_MONDO_0008315	0.31756756756756754	0.4161864758145316	0.23588665021427135	0.08168091735329619
31748686_MONDO_0008315_GCST90018905_MONDO_0008315	0.36056511056511054	0.5584503537178015	0.2696796405542196	0.09088547001089092
31748686_MONDO_0008315_GCST90269957_MONDO_0008315	0.06572481572481573	-0.3827987657176347	0.18015500270264878	-0.11443018697783305
31748686_MONDO_0008315_GCST90274713_MONDO_0008315	0.3034398034398034	0.3663381554674632	0.2633651127931957	0.040074690646607736
31992710_EFO_0004309_GCST004603_EFO_0004309	0.4072481572481572	0.6922701270763596	0.6062672474795686	-0.1990190902314114
31992710_EFO_0004309_GCST90002361_EFO_0004309	0.38513513513513514	0.6259486455988763	0.6014505978158879	-0.2163154626807528
31992710_EFO_0004309_GCST90018749_EFO_0004309	0.37653562653562667	0.6038476295991317	0.4442736838977551	-0.06773805736212846
31992710_EFO_0004309_GCST90018969_EFO_0004309	0.2665847665847666	0.2554101148257726	0.5957968769933488	-0.3292121104085822
31992710_EFO_0004309_GCST90056183_EFO_0004309	0.34275184275184273	0.5061424984898724	0.6274522189590243	-0.2847003762071815
31992710_EFO_0004527_GCST000504_EFO_0004527	0.6689189189189189	1.4540568068414643	0.8505060293539406	-0.18158711043502174
31992710_EFO_0004527_GCST90002326_EFO_0004527	0.1640049140049141	-0.0356851044049002	0.5788515434998643	-0.4148466294949502
31992710_EFO_0004527_GCST90002390_EFO_0004527	0.3740786240786241	0.5965183667763532	0.608508872320939	-0.2344302482423149
31992710_EFO_0004527_GCST90018744_EFO_0004527	0.4797297297297298	0.9002258388583342	0.6157439197849874	-0.1360141900552576
31992710_EFO_0004527_GCST90018964_EFO_0004527	0.3931203931203931	0.6508606123615943	0.5656800035354282	-0.17255961041503515
31992710_EFO_0004533_GCST011353_EFO_0004533	0.980958230958231	2.2625168966536604	0.8571492047926762	0.12380902616555478
31992710_EFO_0004533_GCST90011900_EFO_0004533	0.7899262899262899	1.7086666250861315	0.6611453263917404	0.1287809635345495
31992710_EFO_0004533_GCST90018942_EFO_0004533	0.6916461916461917	1.5083611412657498	0.6647830038605387	0.026863187785652998
31992710_EFO_0004533_GCST90025947_EFO_0004533	0.9987714987714987	2.54443165247526	0.9151469758709112	0.08362452290058753
31992710_EFO_0004533_GCST90448598_EFO_0004533	0.6904176904176904	1.506708729417246	0.8237730727046557	-0.1333553822869653
31992710_EFO_0007805_GCST010242_EFO_0007805	0.7303439803439816	1.6065846328817888	0.6477426484497426	0.08260133189423902
31992710_EFO_0007805_GCST90025956_EFO_0007805	0.9699017199017199	2.1680189693354426	0.9763500188330521	-0.0064482989313321415
31992710_EFO_0007805_GCST90134519_EFO_0007805	0.6498771498771498	1.4011679304930946	0.6691015028484443	-0.019224352971294434
31992710_EFO_0007805_GCST90244005_EFO_0007805	0.8986486486486521	1.92794393583714	0.7159933457249783	0.18265530292367382
31992710_EFO_0007805_GCST90448615_EFO_0007805	0.6652334152334152	1.443399519198578	0.8022114034061172	-0.13697798817270201
