Entrez	n_GO_CC	n_GO_MF	n_GO_BP	n_GO
10054	3.0	9.0	2.0	14.0
10055	4.0	7.0	4.0	15.0
10056	4.0	5.0	3.0	12.0
10057	6.0	13.0	14.0	33.0
10058	19.0	7.0	13.0	39.0
10059	17.0	11.0	31.0	59.0
10060	5.0	13.0	13.0	31.0
10061	1.0	2.0	0.0	3.0
10062	7.0	11.0	37.0	55.0
10063	2.0	6.0	6.0	14.0
10066	6.0	1.0	2.0	9.0
10067	4.0	1.0	2.0	7.0
10068	3.0	2.0	4.0	9.0
10069	1.0	2.0	1.0	4.0
10071	2.0	1.0	1.0	4.0
10072	3.0	5.0	2.0	10.0
10073	5.0	3.0	3.0	11.0
10075	10.0	5.0	10.0	25.0
10076	2.0	4.0	12.0	18.0
10077	2.0	1.0	9.0	12.0
10078	2.0	3.0	1.0	6.0
10079	9.0	6.0	6.0	21.0
10081	2.0	0.0	3.0	5.0
10082	8.0	2.0	4.0	14.0
10083	14.0	2.0	15.0	31.0
10084	7.0	5.0	12.0	24.0
10085	3.0	3.0	2.0	8.0
10086	1.0	0.0	0.0	1.0
10087	6.0	6.0	17.0	29.0
10089	1.0	3.0	4.0	8.0
10090	2.0	1.0	4.0	7.0
10092	12.0	3.0	4.0	19.0
10093	6.0	5.0	3.0	14.0
10094	9.0	3.0	3.0	15.0
10095	7.0	3.0	3.0	13.0
10096	12.0	4.0	11.0	27.0
10097	14.0	4.0	12.0	30.0
10098	4.0	2.0	3.0	9.0
10099	2.0	1.0	1.0	4.0
10100	4.0	1.0	7.0	12.0
10101	5.0	7.0	2.0	14.0
10102	3.0	3.0	4.0	10.0
10103	10.0	1.0	1.0	12.0
10105	5.0	3.0	20.0	28.0
10106	1.0	4.0	3.0	8.0
10107	1.0	4.0	5.0	10.0
10109	13.0	3.0	6.0	22.0
10110	2.0	6.0	7.0	15.0
10111	9.0	13.0	21.0	43.0
10112	8.0	6.0	6.0	20.0
10113	4.0	5.0	5.0	14.0
10114	6.0	5.0	7.0	18.0
10116	5.0	3.0	9.0	17.0
10117	3.0	2.0	4.0	9.0
10120	10.0	2.0	0.0	12.0
10121	8.0	2.0	1.0	11.0
10123	5.0	4.0	2.0	11.0
10124	6.0	3.0	3.0	12.0
10125	6.0	7.0	27.0	40.0
10126	5.0	4.0	1.0	10.0
10127	1.0	9.0	4.0	14.0
10128	12.0	7.0	5.0	24.0
10129	4.0	1.0	3.0	8.0
10130	10.0	3.0	2.0	15.0
10131	7.0	8.0	6.0	21.0
10133	10.0	6.0	16.0	32.0
10134	14.0	3.0	14.0	31.0
10135	4.0	4.0	8.0	16.0
10136	1.0	2.0	1.0	4.0
10137	2.0	2.0	1.0	5.0
10138	3.0	6.0	4.0	13.0
10139	5.0	3.0	6.0	14.0
10140	3.0	4.0	10.0	17.0
10141	0.0	0.0	1.0	1.0
10142	14.0	7.0	17.0	38.0
10143	1.0	1.0	2.0	4.0
10144	1.0	1.0	2.0	4.0
10146	7.0	10.0	8.0	25.0
10147	2.0	1.0	2.0	5.0
10148	6.0	5.0	6.0	17.0
10149	6.0	1.0	4.0	11.0
10150	3.0	3.0	3.0	9.0
10152	9.0	9.0	10.0	28.0
10153	2.0	2.0	1.0	5.0
10154	4.0	3.0	8.0	15.0
10155	6.0	15.0	22.0	43.0
10156	2.0	3.0	4.0	9.0
10157	6.0	6.0	4.0	16.0
10158	2.0	1.0	0.0	3.0
10159	21.0	2.0	16.0	39.0
10160	8.0	4.0	5.0	17.0
10161	1.0	2.0	3.0	6.0
10162	2.0	6.0	14.0	22.0
10163	11.0	7.0	14.0	32.0
10164	2.0	2.0	10.0	14.0
10165	3.0	7.0	13.0	23.0
10166	3.0	4.0	4.0	11.0
10168	1.0	3.0	1.0	5.0
10169	2.0	1.0	1.0	4.0
10170	2.0	6.0	6.0	14.0
10171	2.0	2.0	4.0	8.0
10172	2.0	3.0	1.0	6.0
10174	4.0	3.0	8.0	15.0
10175	4.0	1.0	3.0	8.0
10178	11.0	4.0	12.0	27.0
10179	2.0	6.0	3.0	11.0
10180	1.0	3.0	2.0	6.0
10181	3.0	5.0	7.0	15.0
10184	4.0	2.0	5.0	11.0
10186	1.0	0.0	0.0	1.0
10188	14.0	13.0	7.0	34.0
10189	10.0	4.0	8.0	22.0
10190	5.0	2.0	2.0	9.0
10193	3.0	10.0	16.0	29.0
10194	2.0	4.0	4.0	10.0
10195	2.0	3.0	2.0	7.0
10196	3.0	8.0	5.0	16.0
10197	7.0	5.0	6.0	18.0
10198	5.0	1.0	1.0	7.0
10199	6.0	2.0	4.0	12.0
10200	5.0	2.0	1.0	8.0
10201	1.0	4.0	7.0	12.0
10202	6.0	3.0	7.0	16.0
10203	8.0	6.0	15.0	29.0
10204	7.0	4.0	4.0	15.0
10205	2.0	1.0	3.0	6.0
10206	4.0	5.0	15.0	24.0
10207	11.0	1.0	6.0	18.0
10208	2.0	3.0	4.0	9.0
10209	4.0	5.0	2.0	11.0
10210	11.0	8.0	20.0	39.0
10211	27.0	3.0	26.0	56.0
10212	5.0	6.0	3.0	14.0
10213	10.0	7.0	8.0	25.0
10214	1.0	1.0	1.0	3.0
10215	3.0	8.0	11.0	22.0
10216	2.0	3.0	2.0	7.0
10217	2.0	5.0	3.0	10.0
10218	3.0	2.0	3.0	8.0
10219	3.0	3.0	4.0	10.0
10220	4.0	3.0	15.0	22.0
10221	3.0	6.0	12.0	21.0
10223	2.0	2.0	0.0	4.0
10224	1.0	3.0	2.0	6.0
10225	2.0	0.0	7.0	9.0
10226	8.0	2.0	5.0	15.0
10227	4.0	3.0	3.0	10.0
10228	16.0	4.0	8.0	28.0
10229	5.0	4.0	4.0	13.0
10231	3.0	2.0	1.0	6.0
10232	7.0	1.0	3.0	11.0
10233	3.0	2.0	1.0	6.0
10234	2.0	0.0	2.0	4.0
10235	5.0	4.0	5.0	14.0
10236	6.0	3.0	2.0	11.0
10237	2.0	4.0	4.0	10.0
10238	8.0	2.0	1.0	11.0
10239	7.0	0.0	11.0	18.0
10240	4.0	4.0	1.0	9.0
10241	11.0	3.0	4.0	18.0
10242	2.0	4.0	6.0	12.0
10243	10.0	8.0	8.0	26.0
10244	6.0	1.0	2.0	9.0
10245	2.0	2.0	3.0	7.0
10246	2.0	2.0	4.0	8.0
10247	6.0	10.0	14.0	30.0
10248	8.0	4.0	4.0	16.0
10249	2.0	4.0	6.0	12.0
10250	7.0	3.0	5.0	15.0
10251	2.0	2.0	8.0	12.0
10252	4.0	1.0	18.0	23.0
10253	9.0	4.0	32.0	45.0
10254	7.0	3.0	5.0	15.0
10256	3.0	2.0	1.0	6.0
10257	8.0	17.0	16.0	41.0
10260	3.0	3.0	2.0	8.0
10261	1.0	1.0	2.0	4.0
10262	7.0	3.0	6.0	16.0
10263	4.0	1.0	3.0	8.0
10265	2.0	4.0	7.0	13.0
10266	8.0	5.0	26.0	39.0
10267	5.0	5.0	13.0	23.0
10268	6.0	5.0	23.0	34.0
10269	7.0	5.0	48.0	60.0
10270	9.0	7.0	10.0	26.0
10272	5.0	3.0	12.0	20.0
10273	10.0	20.0	29.0	59.0
10274	10.0	2.0	5.0	17.0
10276	2.0	2.0	10.0	14.0
10277	3.0	2.0	6.0	11.0
10278	3.0	3.0	5.0	11.0
10279	2.0	2.0	2.0	6.0
10280	13.0	2.0	6.0	21.0
10281	1.0	1.0	1.0	3.0
10282	6.0	2.0	3.0	11.0
10283	3.0	0.0	3.0	6.0
10284	7.0	4.0	7.0	18.0
10285	6.0	2.0	3.0	11.0
10286	9.0	1.0	3.0	13.0
10287	6.0	3.0	5.0	14.0
10288	7.0	10.0	28.0	45.0
10289	2.0	4.0	2.0	8.0
10290	1.0	5.0	4.0	10.0
10291	9.0	2.0	5.0	16.0
10293	5.0	5.0	9.0	19.0
10294	4.0	7.0	3.0	14.0
10295	3.0	6.0	6.0	15.0
10296	10.0	4.0	9.0	23.0
10297	13.0	4.0	12.0	29.0
10298	5.0	6.0	14.0	25.0
10299	5.0	7.0	7.0	19.0
10300	14.0	5.0	10.0	29.0
10302	4.0	3.0	3.0	10.0
10307	5.0	4.0	2.0	11.0
10308	1.0	3.0	1.0	5.0
10309	6.0	2.0	7.0	15.0
10311	2.0	2.0	2.0	6.0
10312	11.0	3.0	40.0	54.0
10313	8.0	1.0	7.0	16.0
10314	1.0	7.0	4.0	12.0
10316	2.0	4.0	9.0	15.0
10317	4.0	2.0	5.0	11.0
10318	2.0	3.0	14.0	19.0
10319	4.0	1.0	5.0	10.0
10320	5.0	6.0	7.0	18.0
10321	6.0	1.0	2.0	9.0
10322	1.0	4.0	5.0	10.0
10324	11.0	1.0	8.0	20.0
10325	6.0	5.0	9.0	20.0
10326	3.0	1.0	4.0	8.0
10327	5.0	9.0	9.0	23.0
10328	5.0	2.0	2.0	9.0
10329	4.0	2.0	1.0	7.0
10330	1.0	1.0	3.0	5.0
10331	3.0	4.0	4.0	11.0
10332	6.0	10.0	15.0	31.0
10333	6.0	11.0	28.0	45.0
10335	4.0	1.0	1.0	6.0
10336	5.0	2.0	3.0	10.0
10342	4.0	2.0	3.0	9.0
10343	1.0	2.0	3.0	6.0
10344	1.0	6.0	20.0	27.0
10345	10.0	4.0	15.0	29.0
10346	8.0	9.0	16.0	33.0
10347	11.0	9.0	28.0	48.0
10349	2.0	5.0	2.0	9.0
10350	2.0	4.0	2.0	8.0
10351	4.0	6.0	8.0	18.0
10352	4.0	2.0	4.0	10.0
10360	5.0	4.0	3.0	12.0
10361	5.0	4.0	7.0	16.0
10362	4.0	2.0	7.0	13.0
10363	1.0	3.0	6.0	10.0
10365	2.0	7.0	25.0	34.0
10367	6.0	4.0	8.0	18.0
10368	10.0	4.0	12.0	26.0
10369	12.0	4.0	16.0	32.0
10370	6.0	10.0	57.0	73.0
10371	4.0	3.0	24.0	31.0
10376	4.0	7.0	6.0	17.0
10379	6.0	5.0	6.0	17.0
10380	1.0	2.0	4.0	7.0
10381	14.0	7.0	5.0	26.0
10382	12.0	5.0	3.0	20.0
10383	12.0	8.0	3.0	23.0
10384	3.0	1.0	3.0	7.0
10385	2.0	2.0	14.0	18.0
10388	3.0	1.0	12.0	16.0
10389	2.0	1.0	2.0	5.0
10390	4.0	5.0	3.0	12.0
10391	4.0	5.0	9.0	18.0
10392	6.0	10.0	33.0	49.0
10393	3.0	1.0	6.0	10.0
10394	4.0	2.0	8.0	14.0
10395	10.0	4.0	20.0	34.0
10396	15.0	8.0	8.0	31.0
10397	11.0	5.0	7.0	23.0
10398	7.0	3.0	3.0	13.0
10399	15.0	19.0	37.0	71.0
10400	6.0	3.0	5.0	14.0
10401	5.0	8.0	12.0	25.0
10402	3.0	2.0	9.0	14.0
10403	9.0	4.0	17.0	30.0
10404	7.0	4.0	4.0	15.0
10406	2.0	5.0	5.0	12.0
10407	1.0	1.0	3.0	5.0
10408	2.0	1.0	2.0	5.0
10409	12.0	4.0	10.0	26.0
10410	6.0	1.0	10.0	17.0
10411	8.0	4.0	20.0	32.0
10412	2.0	1.0	2.0	5.0
10413	9.0	9.0	57.0	75.0
10417	2.0	4.0	11.0	17.0
10418	4.0	4.0	6.0	14.0
10419	8.0	13.0	21.0	42.0
10420	4.0	8.0	4.0	16.0
10421	7.0	2.0	1.0	10.0
10422	5.0	1.0	1.0	7.0
10423	4.0	6.0	2.0	12.0
10424	4.0	5.0	3.0	12.0
10425	4.0	5.0	9.0	18.0
10426	9.0	5.0	6.0	20.0
10427	5.0	3.0	13.0	21.0
10428	4.0	1.0	7.0	12.0
10430	5.0	2.0	2.0	9.0
10432	7.0	3.0	9.0	19.0
10434	7.0	6.0	4.0	17.0
10435	7.0	4.0	8.0	19.0
10436	6.0	5.0	5.0	16.0
10437	6.0	3.0	4.0	13.0
10438	7.0	5.0	4.0	16.0
10439	7.0	1.0	10.0	18.0
10440	4.0	1.0	3.0	8.0
10443	3.0	4.0	4.0	11.0
10444	1.0	0.0	2.0	3.0
10445	12.0	4.0	21.0	37.0
10446	3.0	1.0	2.0	6.0
10447	5.0	2.0	2.0	9.0
10449	2.0	8.0	5.0	15.0
10450	11.0	6.0	5.0	22.0
10451	4.0	5.0	19.0	28.0
10452	8.0	3.0	4.0	15.0
10454	4.0	6.0	9.0	19.0
10455	6.0	3.0	1.0	10.0
10456	15.0	2.0	13.0	30.0
10457	4.0	6.0	17.0	27.0
10458	26.0	8.0	20.0	54.0
10459	9.0	3.0	25.0	37.0
10460	6.0	1.0	8.0	15.0
10461	5.0	3.0	23.0	31.0
10462	2.0	4.0	4.0	10.0
10463	5.0	5.0	6.0	16.0
10464	5.0	2.0	13.0	20.0
10465	8.0	4.0	5.0	17.0
10466	7.0	2.0	6.0	15.0
10467	4.0	4.0	9.0	17.0
10468	4.0	4.0	18.0	26.0
10469	5.0	3.0	3.0	11.0
10471	4.0	4.0	4.0	12.0
10472	4.0	7.0	5.0	16.0
10473	2.0	3.0	1.0	6.0
10474	6.0	5.0	20.0	31.0
10475	4.0	6.0	16.0	26.0
10476	4.0	2.0	3.0	9.0
10477	3.0	4.0	3.0	10.0
10478	4.0	11.0	10.0	25.0
10479	7.0	4.0	9.0	20.0
10480	5.0	3.0	3.0	11.0
10481	3.0	7.0	9.0	19.0
10482	9.0	3.0	3.0	15.0
10483	7.0	3.0	2.0	12.0
10484	8.0	3.0	3.0	14.0
10485	1.0	1.0	1.0	3.0
10486	3.0	4.0	7.0	14.0
10487	7.0	3.0	8.0	18.0
10488	8.0	8.0	7.0	23.0
10489	4.0	2.0	1.0	7.0
10490	17.0	4.0	10.0	31.0
10491	4.0	2.0	6.0	12.0
10492	11.0	4.0	9.0	24.0
10493	5.0	3.0	1.0	9.0
10494	3.0	7.0	13.0	23.0
10495	4.0	2.0	2.0	8.0
10497	10.0	8.0	15.0	33.0
10498	5.0	14.0	14.0	33.0
10499	8.0	10.0	14.0	32.0
10500	2.0	2.0	6.0	10.0
10501	2.0	3.0	8.0	13.0
10505	8.0	2.0	9.0	19.0
10507	2.0	6.0	27.0	35.0
10509	3.0	2.0	7.0	12.0
10512	2.0	2.0	19.0	23.0
10513	7.0	3.0	4.0	14.0
10514	8.0	4.0	15.0	27.0
10516	6.0	5.0	6.0	17.0
10517	1.0	0.0	0.0	1.0
10518	10.0	5.0	4.0	19.0
10519	22.0	8.0	41.0	71.0
10520	1.0	2.0	1.0	4.0
10521	8.0	9.0	15.0	32.0
10522	6.0	5.0	10.0	21.0
10523	5.0	3.0	6.0	14.0
10524	16.0	22.0	44.0	82.0
10525	9.0	4.0	8.0	21.0
10526	3.0	2.0	2.0	7.0
10527	5.0	5.0	3.0	13.0
10528	9.0	5.0	1.0	15.0
10529	4.0	6.0	1.0	11.0
10531	2.0	4.0	3.0	9.0
10533	7.0	4.0	19.0	30.0
10534	0.0	1.0	2.0	3.0
10535	3.0	4.0	5.0	12.0
10536	2.0	3.0	4.0	9.0
10537	6.0	2.0	11.0	19.0
10538	5.0	7.0	15.0	27.0
10539	7.0	6.0	7.0	20.0
10540	11.0	4.0	4.0	19.0
10541	5.0	3.0	9.0	17.0
10542	6.0	3.0	15.0	24.0
10544	8.0	2.0	2.0	12.0
10548	4.0	0.0	2.0	6.0
10549	7.0	5.0	12.0	24.0
10550	5.0	2.0	15.0	22.0
10551	3.0	4.0	12.0	19.0
10552	7.0	2.0	2.0	11.0
10553	5.0	4.0	10.0	19.0
10554	3.0	2.0	5.0	10.0
10555	4.0	1.0	7.0	12.0
10556	5.0	4.0	4.0	13.0
10557	6.0	3.0	3.0	12.0
10558	4.0	3.0	8.0	15.0
10559	4.0	3.0	4.0	11.0
10560	2.0	3.0	6.0	11.0
10561	1.0	1.0	3.0	5.0
10562	13.0	3.0	3.0	19.0
10563	2.0	8.0	22.0	32.0
10564	17.0	5.0	9.0	31.0
10565	9.0	4.0	10.0	23.0
10566	6.0	2.0	5.0	13.0
10567	4.0	4.0	0.0	8.0
10568	6.0	3.0	7.0	16.0
10569	10.0	4.0	7.0	21.0
10570	1.0	3.0	1.0	5.0
10572	2.0	5.0	2.0	9.0
10573	5.0	3.0	2.0	10.0
10574	6.0	6.0	9.0	21.0
10575	10.0	7.0	11.0	28.0
10576	8.0	7.0	13.0	28.0
10577	7.0	4.0	13.0	24.0
10578	4.0	1.0	5.0	10.0
10579	5.0	1.0	4.0	10.0
10580	13.0	5.0	11.0	29.0
10581	6.0	0.0	10.0	16.0
10584	9.0	3.0	6.0	18.0
10585	5.0	3.0	4.0	12.0
10586	2.0	1.0	6.0	9.0
10587	7.0	5.0	6.0	18.0
10588	4.0	4.0	7.0	15.0
10589	3.0	8.0	2.0	13.0
10590	8.0	2.0	3.0	13.0
10591	3.0	4.0	5.0	12.0
10592	11.0	5.0	8.0	24.0
10594	10.0	8.0	7.0	25.0
10595	4.0	7.0	10.0	21.0
10597	11.0	3.0	5.0	19.0
10598	3.0	5.0	2.0	10.0
10599	4.0	5.0	9.0	18.0
10600	3.0	7.0	14.0	24.0
10602	6.0	3.0	4.0	13.0
10603	6.0	5.0	11.0	22.0
10605	3.0	3.0	8.0	14.0
10606	4.0	7.0	5.0	16.0
10607	4.0	3.0	2.0	9.0
10608	2.0	4.0	2.0	8.0
10609	6.0	1.0	5.0	12.0
10610	1.0	2.0	5.0	8.0
10611	10.0	7.0	7.0	24.0
10612	4.0	5.0	7.0	16.0
10613	4.0	3.0	6.0	13.0
10614	5.0	7.0	9.0	21.0
10615	11.0	2.0	10.0	23.0
10616	2.0	5.0	11.0	18.0
10617	8.0	6.0	9.0	23.0
10618	9.0	1.0	0.0	10.0
10620	2.0	2.0	3.0	7.0
10621	3.0	4.0	6.0	13.0
10622	5.0	3.0	7.0	15.0
10623	3.0	4.0	6.0	13.0
10625	5.0	1.0	6.0	12.0
10626	4.0	6.0	9.0	19.0
10627	4.0	2.0	1.0	7.0
10628	4.0	3.0	17.0	24.0
10629	7.0	5.0	12.0	24.0
10630	20.0	4.0	21.0	45.0
10631	4.0	5.0	5.0	14.0
10632	4.0	2.0	3.0	9.0
10633	2.0	3.0	1.0	6.0
10634	4.0	5.0	6.0	15.0
10635	6.0	7.0	9.0	22.0
10636	13.0	9.0	21.0	43.0
10637	1.0	3.0	7.0	11.0
10640	4.0	2.0	12.0	18.0
10641	3.0	3.0	5.0	11.0
10642	14.0	7.0	12.0	33.0
10643	5.0	6.0	8.0	19.0
10644	6.0	7.0	9.0	22.0
10645	3.0	7.0	11.0	21.0
10647	1.0	0.0	0.0	1.0
10648	1.0	1.0	0.0	2.0
10650	1.0	2.0	2.0	5.0
10651	6.0	1.0	4.0	11.0
10652	15.0	3.0	6.0	24.0
10653	4.0	2.0	9.0	15.0
10654	4.0	3.0	5.0	12.0
10655	3.0	7.0	8.0	18.0
10656	3.0	6.0	2.0	11.0
10657	7.0	13.0	11.0	31.0
10658	7.0	7.0	14.0	28.0
10659	6.0	3.0	4.0	13.0
10660	3.0	3.0	10.0	16.0
10661	3.0	6.0	6.0	15.0
10663	1.0	3.0	6.0	10.0
10664	6.0	9.0	13.0	28.0
10665	2.0	0.0	0.0	2.0
10666	4.0	5.0	12.0	21.0
10667	3.0	4.0	3.0	10.0
10668	3.0	2.0	4.0	9.0
10669	1.0	2.0	4.0	7.0
10670	7.0	7.0	10.0	24.0
10671	4.0	1.0	1.0	6.0
10672	10.0	7.0	17.0	34.0
10673	8.0	5.0	12.0	25.0
10675	14.0	2.0	9.0	25.0
10677	8.0	5.0	9.0	22.0
10678	2.0	4.0	7.0	13.0
10681	6.0	6.0	7.0	19.0
10682	5.0	5.0	6.0	16.0
10683	2.0	2.0	7.0	11.0
10686	2.0	4.0	7.0	13.0
10687	1.0	1.0	1.0	3.0
10690	4.0	4.0	14.0	22.0
10691	4.0	8.0	3.0	15.0
10692	2.0	4.0	4.0	10.0
10693	2.0	5.0	2.0	9.0
10694	15.0	7.0	10.0	32.0
10695	1.0	2.0	1.0	4.0
10699	5.0	3.0	6.0	14.0
10712	1.0	2.0	1.0	4.0
10713	4.0	2.0	7.0	13.0
10714	4.0	3.0	8.0	15.0
10715	4.0	1.0	8.0	13.0
10716	1.0	6.0	16.0	23.0
10717	7.0	2.0	4.0	13.0
10718	4.0	5.0	11.0	20.0
10720	1.0	2.0	4.0	7.0
10721	4.0	7.0	11.0	22.0
10723	3.0	3.0	10.0	16.0
10724	3.0	6.0	5.0	14.0
10725	5.0	8.0	14.0	27.0
10726	8.0	3.0	6.0	17.0
10728	7.0	7.0	17.0	31.0
10730	4.0	6.0	7.0	17.0
10732	3.0	7.0	7.0	17.0
10733	9.0	5.0	6.0	20.0
10734	9.0	1.0	3.0	13.0
10735	12.0	2.0	5.0	19.0
10736	3.0	7.0	25.0	35.0
10738	3.0	5.0	7.0	15.0
10739	3.0	4.0	7.0	14.0
10741	1.0	2.0	4.0	7.0
10742	2.0	2.0	2.0	6.0
10743	3.0	2.0	5.0	10.0
10744	2.0	2.0	2.0	6.0
10745	2.0	0.0	0.0	2.0
10746	3.0	8.0	4.0	15.0
10747	3.0	6.0	3.0	12.0
10749	7.0	7.0	6.0	20.0
10750	6.0	3.0	5.0	14.0
10752	5.0	1.0	8.0	14.0
10753	2.0	2.0	2.0	6.0
10755	12.0	6.0	13.0	31.0
10758	4.0	3.0	33.0	40.0
10761	2.0	1.0	1.0	4.0
10762	4.0	1.0	3.0	8.0
10763	3.0	4.0	12.0	19.0
10765	3.0	10.0	16.0	29.0
10766	3.0	3.0	7.0	13.0
10767	3.0	4.0	4.0	11.0
10768	6.0	3.0	13.0	22.0
10769	9.0	5.0	21.0	35.0
10771	3.0	5.0	9.0	17.0
10772	8.0	4.0	8.0	20.0
10773	3.0	3.0	3.0	9.0
10775	5.0	3.0	3.0	11.0
10776	2.0	7.0	6.0	15.0
10777	2.0	3.0	1.0	6.0
10780	1.0	2.0	1.0	4.0
10781	1.0	4.0	1.0	6.0
10782	2.0	7.0	4.0	13.0
10783	10.0	10.0	13.0	33.0
10785	6.0	2.0	3.0	11.0
10786	6.0	7.0	12.0	25.0
10787	8.0	2.0	11.0	21.0
10788	11.0	8.0	6.0	25.0
10791	9.0	1.0	4.0	14.0
10793	1.0	4.0	2.0	7.0
10794	1.0	5.0	2.0	8.0
10795	3.0	5.0	12.0	20.0
10797	3.0	6.0	3.0	12.0
10798	1.0	3.0	4.0	8.0
10799	5.0	4.0	3.0	12.0
10800	2.0	3.0	10.0	15.0
10801	11.0	5.0	2.0	18.0
10802	5.0	3.0	6.0	14.0
10803	2.0	2.0	7.0	11.0
10804	6.0	6.0	16.0	28.0
10806	7.0	1.0	7.0	15.0
10807	6.0	1.0	8.0	15.0
10808	9.0	5.0	5.0	19.0
10809	5.0	2.0	1.0	8.0
10810	7.0	3.0	10.0	20.0
10811	2.0	5.0	4.0	11.0
10813	4.0	2.0	1.0	7.0
10814	11.0	4.0	9.0	24.0
10815	9.0	4.0	8.0	21.0
10816	1.0	1.0	1.0	3.0
10817	2.0	4.0	2.0	8.0
10818	7.0	5.0	18.0	30.0
10824	1.0	0.0	1.0	2.0
10825	9.0	6.0	6.0	21.0
10826	2.0	3.0	3.0	8.0
10827	1.0	2.0	1.0	4.0
10838	1.0	4.0	1.0	6.0
10840	2.0	3.0	4.0	9.0
10841	10.0	5.0	4.0	19.0
10842	0.0	1.0	3.0	4.0
10844	9.0	3.0	8.0	20.0
10845	8.0	9.0	4.0	21.0
10846	1.0	7.0	4.0	12.0
10847	8.0	9.0	5.0	22.0
10848	5.0	4.0	12.0	21.0
10849	8.0	1.0	3.0	12.0
10850	2.0	3.0	6.0	11.0
10855	11.0	4.0	15.0	30.0
10856	19.0	17.0	32.0	68.0
10857	11.0	6.0	7.0	24.0
10858	5.0	5.0	8.0	18.0
10859	4.0	12.0	39.0	55.0
10861	3.0	6.0	6.0	15.0
10863	3.0	4.0	2.0	9.0
10864	4.0	4.0	5.0	13.0
10865	4.0	13.0	15.0	32.0
10867	3.0	1.0	1.0	5.0
10868	5.0	5.0	9.0	19.0
10869	2.0	4.0	9.0	15.0
10870	2.0	3.0	3.0	8.0
10871	1.0	2.0	2.0	5.0
10873	2.0	7.0	4.0	13.0
10874	2.0	5.0	8.0	15.0
10875	6.0	1.0	5.0	12.0
10876	1.0	1.0	1.0	3.0
10877	2.0	2.0	2.0	6.0
10878	3.0	2.0	1.0	6.0
10879	2.0	3.0	2.0	7.0
10880	3.0	2.0	1.0	6.0
10881	8.0	2.0	3.0	13.0
10882	7.0	3.0	5.0	15.0
10884	3.0	2.0	2.0	7.0
10885	5.0	2.0	1.0	8.0
10886	2.0	4.0	7.0	13.0
10887	1.0	2.0	3.0	6.0
10888	3.0	3.0	5.0	11.0
10890	21.0	6.0	16.0	43.0
10891	5.0	15.0	41.0	61.0
10892	8.0	10.0	23.0	41.0
10893	4.0	4.0	8.0	16.0
10894	3.0	5.0	6.0	14.0
10897	7.0	1.0	2.0	10.0
10898	3.0	4.0	1.0	8.0
10899	7.0	1.0	5.0	13.0
10900	3.0	2.0	2.0	7.0
10901	7.0	7.0	6.0	20.0
10902	6.0	3.0	12.0	21.0
10903	2.0	0.0	0.0	2.0
10904	1.0	1.0	2.0	4.0
10905	5.0	2.0	6.0	13.0
10906	1.0	2.0	1.0	4.0
10907	8.0	1.0	5.0	14.0
10908	4.0	2.0	2.0	8.0
10910	5.0	2.0	2.0	9.0
10911	3.0	2.0	5.0	10.0
10912	2.0	1.0	7.0	10.0
10913	3.0	3.0	11.0	17.0
10914	3.0	6.0	4.0	13.0
10915	3.0	10.0	7.0	20.0
10916	7.0	1.0	3.0	11.0
10917	2.0	3.0	3.0	8.0
10919	4.0	12.0	25.0	41.0
10920	7.0	1.0	7.0	15.0
10921	6.0	3.0	7.0	16.0
10922	2.0	6.0	5.0	13.0
10923	5.0	6.0	7.0	18.0
10924	2.0	3.0	1.0	6.0
10926	3.0	5.0	4.0	12.0
10927	6.0	2.0	8.0	16.0
10928	7.0	9.0	12.0	28.0
10929	3.0	2.0	1.0	6.0
10930	2.0	4.0	5.0	11.0
10933	5.0	2.0	12.0	19.0
10935	9.0	6.0	19.0	34.0
10936	1.0	2.0	3.0	6.0
10938	13.0	7.0	15.0	35.0
10939	3.0	8.0	16.0	27.0
10940	6.0	4.0	4.0	14.0
10941	1.0	1.0	5.0	7.0
10942	5.0	3.0	2.0	10.0
10943	4.0	4.0	7.0	15.0
10944	1.0	1.0	1.0	3.0
10945	8.0	3.0	6.0	17.0
10946	8.0	3.0	5.0	16.0
10947	9.0	0.0	8.0	17.0
10948	11.0	4.0	8.0	23.0
10949	4.0	3.0	5.0	12.0
10950	2.0	1.0	2.0	5.0
10951	14.0	8.0	3.0	25.0
10952	7.0	5.0	4.0	16.0
10953	6.0	2.0	1.0	9.0
10954	3.0	4.0	2.0	9.0
10955	4.0	2.0	6.0	12.0
10956	4.0	3.0	9.0	16.0
10957	2.0	1.0	1.0	4.0
10959	15.0	3.0	28.0	46.0
10960	10.0	5.0	4.0	19.0
10961	7.0	3.0	10.0	20.0
10962	3.0	2.0	6.0	11.0
10963	6.0	3.0	1.0	10.0
10964	2.0	2.0	2.0	6.0
10965	4.0	5.0	4.0	13.0
10966	5.0	3.0	4.0	12.0
10969	4.0	2.0	2.0	8.0
10970	13.0	2.0	0.0	15.0
10971	7.0	5.0	6.0	18.0
10972	18.0	3.0	17.0	38.0
10973	7.0	5.0	6.0	18.0
10974	4.0	2.0	3.0	9.0
10975	2.0	1.0	3.0	6.0
10978	5.0	6.0	7.0	18.0
10979	14.0	8.0	31.0	53.0
10980	6.0	1.0	3.0	10.0
10981	13.0	7.0	9.0	29.0
10982	7.0	5.0	8.0	20.0
10983	4.0	2.0	3.0	9.0
10984	1.0	2.0	8.0	11.0
10985	5.0	5.0	5.0	15.0
10987	9.0	9.0	14.0	32.0
