GeneSet	Tissue	Log10PValue	Tissue.Specific.Genes	fold.change	samples	NotIdentifiedCount
34662886_EFO_0004842_GCST90025987_EFO_0004842	Esophagus	0	0	0	3	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Fallopian Tube	0	0	0	5	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Gallbladder	0	0	0	3	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Heart Muscle	0	0	0	4	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Kidney	0	0	0	9	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Liver	0	1	7.45418641390205	10	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Lung	0	0	0	9	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Lymph Node	0	0	0	5	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Ovary	0	0	0	3	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Pancreas	0	0	0	2	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Placenta	0	0	0	8	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Prostate	0	0	0	9	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Rectum	0	0	0	4	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Salivary Gland	0	0	0	3	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Seminal Vesicle	0	0	0	3	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Skeletal Muscle	0	0	0	5	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Skin	0	0	0	3	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Small Intestine	0	0	0	4	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Smooth Muscle	0	0	0	3	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Spleen	0	0	0	5	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Stomach	0	0	0	4	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Testis	0	0	0	10	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Thyroid Gland	0	0	0	5	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Tonsil	0	0	0	5	0
34662886_EFO_0004842_GCST90025987_EFO_0004842	Urinary Bladder	0	0	0	2	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Adipose Tissue	0	0	0	5	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Adrenal Gland	0	0	0	3	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Appendix	0.188145401972674	1	17.5735567970205	3	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Bone Marrow	0.114255335052192	1	10.9605110336818	4	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Breast	0	0	0	4	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Cerebral Cortex	0	0	0	3	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Cervix, uterine	0	0	0	2	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Colon	0	0	0	13	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Duodenum	0	0	0	2	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Endometrium	0	0	0	5	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Esophagus	0	0	0	3	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Fallopian Tube	0	0	0	5	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Gallbladder	0.188145401972674	1	21.8449074074074	3	0
