Entrez	Mean_mRNA	n_Expressed
1801.0	29.898762037037045	54
9567.0	29.895363518518508	54
1457.0	29.894428518518506	54
1066.0	29.887475611111107	41
92714.0	29.885602962962963	54
23168.0	29.885330185185186	54
5190.0	29.863707407407404	54
6183.0	29.85266666666666	54
1997.0	29.851372037037034	54
11155.0	29.84781248148147	46
81892.0	29.847577777777776	54
53822.0	29.82340516666666	41
2309.0	29.819360740740738	54
64689.0	29.81146296296296	54
79837.0	29.810474259259255	54
6843.0	29.799313888888896	54
50865.0	29.788366851851855	53
4791.0	29.783679259259255	54
84875.0	29.776390370370375	54
79770.0	29.759962407407414	54
10636.0	29.73883425925926	54
54918.0	29.738523703703702	54
57146.0	29.732382370370367	53
5987.0	29.731432592592586	54
79877.0	29.730540000000005	54
8795.0	29.726107222222222	54
10848.0	29.724843018518527	53
64400.0	29.719611296296293	54
2936.0	29.711972222222222	54
11018.0	29.7108462962963	54
57088.0	29.70920402037036	52
115572.0	29.695614074074083	38
78988.0	29.691451296296297	54
23170.0	29.683607037037046	54
100820829.0	29.681103057407405	46
51621.0	29.676697037037027	54
84300.0	29.6709237037037	54
5104.0	29.66776612777779	38
29763.0	29.66346974074074	53
4236.0	29.661460185185184	54
8334.0	29.65571666666667	54
57215.0	29.637260925925922	54
10480.0	29.63546425925925	54
55677.0	29.63174629629629	54
23032.0	29.629476296296293	54
8048.0	29.613859888888882	3
151887.0	29.608541759259264	48
8887.0	29.607251851851842	54
54148.0	29.594697962962954	54
3985.0	29.586773703703702	54
25864.0	29.58558462962963	54
51667.0	29.57827648148148	54
729967.0	29.5756345	53
79791.0	29.573695555555563	54
5918.0	29.572127740740743	44
10514.0	29.570722037037026	54
55763.0	29.566504259259254	54
8569.0	29.555375925925915	54
84276.0	29.547426666666667	54
5345.0	29.509828462962968	49
9766.0	29.507896851851857	54
100288778.0	29.490802592592583	54
55599.0	29.484520925925928	54
667.0	29.466514648148152	53
83605.0	29.461652407407406	54
7786.0	29.444803148148146	54
6494.0	29.437214629629633	54
23201.0	29.411186481481476	54
5802.0	29.40754792592593	53
10969.0	29.399596296296302	54
81605.0	29.398170370370366	54
58533.0	29.395184444444453	54
6478.0	29.383947962962967	54
6397.0	29.380956666666663	54
51763.0	29.366427962962963	54
22921.0	29.366420370370374	54
1186.0	29.35454814814815	54
2975.0	29.35314925925925	54
10522.0	29.34986851851852	54
80135.0	29.344501851851852	54
761.0	29.342786777777775	47
3291.0	29.335186118518518	39
23588.0	29.329091666666674	54
51096.0	29.32740759259259	54
2619.0	29.326137138888893	52
10079.0	29.309523259259272	53
8140.0	29.305825740740755	54
573.0	29.301894444444443	54
10236.0	29.294414259259266	54
9894.0	29.29421555555555	54
29926.0	29.293778148148157	54
5690.0	29.288481481481487	54
116092.0	29.265514814814807	54
6627.0	29.24062648148149	54
90379.0	29.234830925925934	54
7726.0	29.225252592592593	54
64708.0	29.21933444444443	54
84309.0	29.18605425925927	54
338799.0	29.181525925925932	54
29015.0	29.173683703703706	54
2113.0	29.167703888888894	54
25977.0	29.164179259259257	54
160622.0	29.164105185185182	54
9167.0	29.151511111111112	54
23609.0	29.146081666666664	54
23350.0	29.145200185185185	54
117248.0	29.14315207407407	51
25800.0	29.140733888888892	54
9525.0	29.133740000000003	54
10245.0	29.12412407407407	54
56261.0	29.118525185185188	54
3163.0	29.109472962962954	54
10946.0	29.09949981481482	54
4299.0	29.080545370370373	54
27037.0	29.06465166666667	54
11258.0	29.062890740740748	54
140609.0	29.053036666666667	54
64320.0	29.048309444444445	54
5296.0	29.042519629629624	54
29109.0	29.026744629629615	54
8653.0	29.020402959259254	48
22931.0	29.01887666666667	54
1877.0	29.017989629629625	54
55716.0	29.00674981481481	54
138151.0	29.004375925925924	54
1728.0	28.992445074074073	52
9939.0	28.987843888888886	54
23111.0	28.960661111111104	54
9126.0	28.95462333333334	54
8930.0	28.9486074074074	54
4675.0	28.934681740740743	48
9900.0	28.93331737037037	49
147807.0	28.927059259259256	54
55031.0	28.924912777777777	54
1601.0	28.897230018518506	53
3613.0	28.895541814814813	52
221061.0	28.874595574074082	52
4215.0	28.858487592592592	54
51076.0	28.849473148148142	54
81575.0	28.8459495925926	53
162427.0	28.845024999999993	54
56255.0	28.840457777777775	54
5019.0	28.833404537037037	53
307.0	28.832784444444435	54
9793.0	28.818963148148146	54
55900.0	28.81223018518519	54
9129.0	28.79945833333333	54
84958.0	28.798519629629634	41
7056.0	28.78560598148149	53
8273.0	28.782584259259252	54
8508.0	28.778236296296292	54
338692.0	28.76706574074074	54
11332.0	28.76548944444444	54
88745.0	28.75510925925926	54
25937.0	28.747259462962965	52
197370.0	28.74130740740741	54
54873.0	28.74055104814815	51
837.0	28.72427611111111	54
8888.0	28.700707407407414	54
3093.0	28.69316370370371	54
57140.0	28.678061851851854	54
10641.0	28.663846296296292	54
6794.0	28.657377777777782	54
55062.0	28.654127407407405	54
23216.0	28.643750925925914	54
5594.0	28.639886296296297	54
26127.0	28.632360370370378	54
10772.0	28.626145925925933	54
79672.0	28.620271851851843	54
2132.0	28.614198333333327	54
10664.0	28.605554074074078	54
9789.0	28.605027777777764	54
9526.0	28.594816666666663	54
27332.0	28.58485666666667	54
2487.0	28.58383796481482	51
8703.0	28.579514814814814	54
6926.0	28.57534622037037	52
26268.0	28.5578987037037	54
9823.0	28.55664711111112	53
4026.0	28.549926277777782	53
339229.0	28.525266666666674	54
79622.0	28.520231851851847	54
649.0	28.511881333333342	53
8547.0	28.495204111111118	38
23295.0	28.491512777777782	54
11284.0	28.480713333333323	54
5830.0	28.480085	54
10987.0	28.47829074074075	54
6001.0	28.46459037037037	54
6917.0	28.463581666666666	54
9535.0	28.45185814814815	54
121665.0	28.451582037037042	54
9665.0	28.445600925925916	54
79654.0	28.44363611111111	54
79035.0	28.440548703703705	54
5138.0	28.434627425925935	51
51012.0	28.432071851851834	54
3340.0	28.427759814814817	54
55904.0	28.41800944444445	54
25953.0	28.41279240740741	54
51069.0	28.41197574074074	54
10417.0	28.40987411111111	50
81554.0	28.407749259259262	54
4354.0	28.407133333333334	54
11311.0	28.3899012962963	54
2063.0	28.386626111111113	54
81572.0	28.38570703703704	54
57636.0	28.385340740740734	53
9557.0	28.38433481481482	54
6508.0	28.37387497962964	49
27043.0	28.372617777777783	54
1207.0	28.368064444444446	54
8754.0	28.34866703703703	54
124245.0	28.345922592592594	54
4340.0	28.338508175925913	14
9690.0	28.334275740740743	54
128077.0	28.33056462962962	54
4257.0	28.322850925925927	54
25940.0	28.319663148148155	54
7511.0	28.318469444444446	54
29115.0	28.315109259259255	54
8635.0	28.314147777777773	54
146225.0	28.31344422037037	12
23587.0	28.30218351851852	54
2517.0	28.294659074074072	54
4597.0	28.28748148148148	54
6667.0	28.27739055555557	54
7049.0	28.275942777777775	54
56287.0	28.260288214814818	3
80727.0	28.253333333333334	54
5833.0	28.24545111111111	54
4795.0	28.241458888888882	54
51085.0	28.233789451851848	47
81873.0	28.23213592592593	54
4669.0	28.22718259259259	54
51143.0	28.225541851851855	54
728294.0	28.221561296296297	54
199746.0	28.210796111111115	54
51330.0	28.203184444444442	54
100506844.0	28.201817592592594	54
22838.0	28.197886666666662	54
26515.0	28.19784351851852	54
26999.0	28.197818518518503	54
84935.0	28.186342018518523	37
552889.0	28.185387037037028	54
27005.0	28.184960185185172	54
23428.0	28.18226094444444	52
90410.0	28.167975740740737	54
984.0	28.16484444444445	54
56655.0	28.16246537037037	54
4619.0	28.158681309259254	2
54994.0	28.15754	54
8543.0	28.157193333333332	54
30819.0	28.15595777777778	52
54927.0	28.154052037037037	54
29801.0	28.153373888888883	54
6884.0	28.12295018518519	54
8467.0	28.118870740740743	54
5356.0	28.118035555555565	54
825.0	28.117557407407407	54
9289.0	28.11714316666667	53
9344.0	28.112767592592586	54
3628.0	28.104975740740745	54
4294.0	28.10041574074075	54
66008.0	28.0970437037037	54
23107.0	28.082776851851854	54
255743.0	28.079920757407407	47
55666.0	28.05928685185185	54
1073.0	28.058070759259255	53
10915.0	28.043850740740737	54
53615.0	28.023401111111117	54
116986.0	28.019207259259275	44
56943.0	28.017433518518512	54
4303.0	28.01095018518518	54
84981.0	27.994522407407402	54
55198.0	27.984321666666666	54
9919.0	27.98292833333332	54
10875.0	27.980535666666665	53
6845.0	27.969750740740746	54
29945.0	27.959847407407413	54
64225.0	27.958916481481488	54
1736.0	27.95730796296296	54
9645.0	27.95068535185185	53
587.0	27.948730555555553	54
119032.0	27.942401666666658	54
11120.0	27.94133166666666	54
5502.0	27.941066116666665	46
84901.0	27.93015407407407	54
57418.0	27.92062407407407	54
467.0	27.919719444444446	54
3551.0	27.90576203703704	54
115817.0	27.900940185185185	54
8189.0	27.89441462962962	54
79581.0	27.881118333333333	54
23398.0	27.880968703703704	54
51087.0	27.87890800555556	34
83930.0	27.86834240740741	54
60484.0	27.867141277777765	38
7351.0	27.862151333333333	53
10797.0	27.853321296296286	54
161198.0	27.84812354444444	52
64223.0	27.837894074074068	54
6618.0	27.828777037037042	54
7289.0	27.825838518518523	54
9670.0	27.816762777777782	54
7088.0	27.812457037037046	54
27429.0	27.80089314814815	54
5627.0	27.77278270370369	52
8932.0	27.762459259259263	54
64121.0	27.760343518518518	54
79594.0	27.75992222222222	54
55577.0	27.756380925925924	54
10867.0	27.74155346296297	53
80772.0	27.74122222222222	54
3241.0	27.73716407407409	54
79176.0	27.72877944444445	54
8938.0	27.719235907407416	50
10425.0	27.716018518518517	54
8270.0	27.71277925925926	54
8394.0	27.700886666666666	54
7247.0	27.696226666666657	54
4582.0	27.695268499999997	41
2563.0	27.694597059259266	18
5685.0	27.68753592592593	54
8542.0	27.687196111111103	54
11321.0	27.68543796296296	54
1164.0	27.683299074074082	54
285148.0	27.681170185185184	54
5600.0	27.662875925925913	54
6697.0	27.648009074074068	54
10950.0	27.644666666666666	54
7082.0	27.644095853703693	52
90522.0	27.64096203703703	54
51517.0	27.64040592592593	54
50626.0	27.64017037037037	54
2246.0	27.626401683333338	37
5062.0	27.618643888888894	54
9189.0	27.60307962962963	54
8131.0	27.598690740740743	54
8704.0	27.58185172222222	53
3816.0	27.577446244444445	17
9757.0	27.57551907407408	54
222229.0	27.57327925925926	54
9343.0	27.57270925925926	54
90861.0	27.569047222222224	54
3516.0	27.566847962962967	54
617.0	27.54696277777778	54
29978.0	27.540822962962963	54
79762.0	27.533914629629628	54
5920.0	27.52390814814815	54
6637.0	27.5208137037037	54
8284.0	27.51937213518518	48
2760.0	27.509841111111108	54
51341.0	27.505795740740737	54
27327.0	27.505776296296286	54
7716.0	27.494668888888892	54
29911.0	27.486227777777774	54
57198.0	27.472072407407413	54
6400.0	27.46503537037037	54
5154.0	27.46266831481481	53
23523.0	27.44475333333333	54
2794.0	27.4445687037037	54
132160.0	27.443544444444452	54
326307.0	27.43584555555556	54
63827.0	27.430570703703697	22
219988.0	27.422865740740736	54
23467.0	27.422718611111105	49
105372481.0	27.41427962962962	54
27238.0	27.408362222222227	54
8566.0	27.40377055555555	54
23175.0	27.400590555555553	54
6442.0	27.39405111111111	37
57513.0	27.38909218518519	52
4684.0	27.38003812407408	48
9887.0	27.379670370370373	54
9728.0	27.372440370370366	54
222658.0	27.368456851851843	54
54902.0	27.363497407407408	54
22978.0	27.347522407407403	54
9100.0	27.338903148148137	54
54865.0	27.325558333333326	54
25900.0	27.32127203703703	54
284184.0	27.317160555555553	54
57580.0	27.310525185185195	54
114984.0	27.308172222222236	54
3689.0	27.30395962962963	54
84918.0	27.290036648148153	52
794.0	27.25129292777779	40
947.0	27.24238426111112	50
26123.0	27.210510000000017	54
114569.0	27.192140411111115	35
59307.0	27.17291648148148	54
2109.0	27.167154259259263	54
85369.0	27.166602222222224	54
58477.0	27.163324259259266	54
6059.0	27.161850555555546	54
23246.0	27.135680555555563	54
10078.0	27.1235901851852	54
10269.0	27.1179425925926	54
51274.0	27.11793092592593	54
55017.0	27.103142592592597	54
109.0	27.095470185185192	54
10471.0	27.09282981481481	54
79006.0	27.092529444444445	54
56267.0	27.091501851851852	54
80218.0	27.09072759259259	54
79109.0	27.089406111111106	54
340543.0	27.07064843148148	37
3306.0	27.070376907407393	53
4150.0	27.06295740740741	54
57471.0	27.060549677777786	20
286133.0	27.05824203888889	35
84706.0	27.050948833333337	53
6878.0	27.048287962962966	54
2036.0	27.04450716296297	52
56342.0	27.036283703703702	54
84892.0	27.02749616666667	53
23352.0	27.014609814814815	54
23647.0	27.00516018518518	54
22993.0	27.0003061111111	54
64344.0	26.994982085185182	52
65057.0	26.993762037037044	54
57085.0	26.992752777777785	54
1116.0	26.984034703703703	52
6990.0	26.967585740740738	54
10723.0	26.952359814814812	54
5914.0	26.95141759259259	54
4205.0	26.950495555555555	54
8030.0	26.94984351851852	54
5338.0	26.94836944444444	54
7528.0	26.947598148148156	54
29907.0	26.940949629629646	54
4860.0	26.940717222222222	54
8936.0	26.936407222222233	51
3270.0	26.920421462962967	48
6574.0	26.90745314814815	54
3988.0	26.889774814814817	54
112755.0	26.889708666666674	49
57449.0	26.879995370370374	52
6687.0	26.87732611111112	54
5511.0	26.876716666666667	54
393.0	26.87282372222222	53
5562.0	26.868950740740736	54
7257.0	26.867059629629626	54
51574.0	26.86599870370371	54
57176.0	26.864939999999997	54
55863.0	26.857279814814817	54
102724768.0	26.849660148148132	43
1793.0	26.841931590740746	52
55325.0	26.83938	54
489.0	26.837483518518525	54
27032.0	26.835255	54
118487.0	26.82680740740741	54
23731.0	26.825070740740745	54
60496.0	26.822120555555564	54
55644.0	26.821759814814808	54
130557.0	26.821250555555547	54
3898.0	26.819048001851858	22
6920.0	26.813893574074086	53
2968.0	26.80929722222222	54
6857.0	26.80333597777778	29
1474.0	26.80189282037038	24
4881.0	26.78236640740741	43
51060.0	26.77960555555557	54
10270.0	26.778358518518512	54
100131017.0	26.76653074074074	54
11161.0	26.763183518518517	54
91942.0	26.762845000000002	54
2168.0	26.74716672592592	6
57583.0	26.739709814814812	54
51366.0	26.731993333333325	54
28996.0	26.718670370370383	54
84817.0	26.71016333333334	54
6433.0	26.694516111111117	54
2902.0	26.69314510370371	20
440104.0	26.674436111111113	54
729082.0	26.673084444444452	54
53947.0	26.66729216666667	53
51343.0	26.659865925925924	54
84973.0	26.65039444444444	54
7844.0	26.628097222222227	54
3033.0	26.625919629629628	54
23633.0	26.62507333333333	54
80230.0	26.623780185185183	54
55299.0	26.616187962962968	54
2519.0	26.615659444444443	54
9265.0	26.60391074074075	54
114049.0	26.59886203703704	54
28817.0	26.595237338888886	27
5634.0	26.578985277777775	53
8883.0	26.577630185185185	54
80351.0	26.564982037037044	54
4494.0	26.56090374074074	51
2694.0	26.553811554444444	1
51188.0	26.552536481481475	54
53.0	26.5445074074074	54
5481.0	26.54217592592593	54
23474.0	26.537615370370357	54
10238.0	26.535381296296297	54
57799.0	26.525804444444454	54
885.0	26.521387942592582	21
10489.0	26.51556703703703	54
55761.0	26.494328333333335	54
152007.0	26.493505370370375	54
10038.0	26.4891975925926	54
10158.0	26.48814733703704	25
84274.0	26.486005370370368	54
387882.0	26.47580751851852	52
84858.0	26.466394259259253	52
9444.0	26.459834814814823	54
23075.0	26.45569722222223	54
9266.0	26.436247222222224	54
55974.0	26.427630370370366	54
388610.0	26.42729888888889	52
399979.0	26.419847222222227	54
124976.0	26.41725151851852	52
100507436.0	26.410606481481476	54
4133.0	26.39671339629629	48
65982.0	26.392436481481486	54
816.0	26.388569692592586	24
53834.0	26.374178703703702	54
8518.0	26.367757592592593	54
1848.0	26.347854222222214	53
10713.0	26.31787074074074	54
79734.0	26.31103431481483	53
55177.0	26.301857037037028	54
9748.0	26.29771074074074	54
115804232.0	26.295962499999998	51
23313.0	26.287046666666658	54
10486.0	26.273753451851846	52
51116.0	26.271895370370363	54
254263.0	26.270006092592595	34
23173.0	26.267935925925926	54
4921.0	26.26477187037037	53
1374.0	26.26445833333333	54
54662.0	26.262814814814814	54
7268.0	26.247938518518513	54
1506.0	26.247226851851853	54
85457.0	26.242300740740742	54
79903.0	26.230680370370372	54
222865.0	26.22919046296297	30
6196.0	26.215550370370366	54
51567.0	26.204707592592587	54
10061.0	26.204461296296298	54
64422.0	26.192127777777777	54
6629.0	26.190204629629626	54
55152.0	26.188822407407407	54
27125.0	26.183223148148155	54
7756.0	26.180662777777773	54
56897.0	26.17195981481482	54
51222.0	26.17004259259259	54
8604.0	26.15804703703704	54
9605.0	26.15615907407408	54
338657.0	26.154281851851856	54
23621.0	26.15023490740741	53
111.0	26.148452462962958	51
152137.0	26.13641388888889	54
113177.0	26.132374814814813	54
10847.0	26.13059777777778	54
51117.0	26.12894425925926	54
84650.0	26.12660759259258	54
51367.0	26.12530037037037	54
55.0	26.118389287037033	18
51547.0	26.10723944444444	54
345757.0	26.10617648148148	54
404093.0	26.096803925925926	53
79990.0	26.096320944444447	53
64746.0	26.08541462962962	54
18.0	26.08409083333333	53
53407.0	26.066007777777777	54
79042.0	26.064097222222227	54
2976.0	26.049254814814816	54
78986.0	26.0476993074074	43
23759.0	26.045965370370368	54
81887.0	26.041508148148154	54
32.0	26.03929851851852	53
135114.0	26.029864074074084	54
5049.0	26.003139629629636	54
6948.0	26.000307962962964	54
2033.0	25.996925555555553	54
9962.0	25.992385555555558	54
10611.0	25.98367648148149	54
84908.0	25.977639814814825	54
4599.0	25.973627407407406	54
51759.0	25.970744444444442	54
5947.0	25.969611022222225	51
63875.0	25.96883111111112	54
27245.0	25.956545000000006	54
54923.0	25.950487777777784	54
5728.0	25.946910185185192	54
1432.0	25.939799259259264	54
10810.0	25.924839907407407	52
4711.0	25.90693925925925	54
11185.0	25.902391129629628	39
64598.0	25.901626851851855	54
84304.0	25.893259259259256	54
8463.0	25.891167499999998	52
375790.0	25.886233203703696	53
113201.0	25.882187777777787	54
4689.0	25.87571952037037	51
1043.0	25.875092722222227	48
8451.0	25.87230740740741	54
51768.0	25.872212222222224	54
25865.0	25.863063703703705	54
1847.0	25.85938851851852	54
5916.0	25.857024444444438	54
100505771.0	25.852160000000005	54
79039.0	25.850802037037035	54
280.0	25.847186111111114	54
4957.0	25.82800444444444	54
6448.0	25.822228148148152	54
54507.0	25.80874683333333	48
5428.0	25.80155722222222	54
284352.0	25.796633518518522	54
94031.0	25.79359731481481	39
3029.0	25.785650370370373	54
7079.0	25.78498603703702	51
2002.0	25.778340925925935	54
3908.0	25.763449722222212	52
5567.0	25.75867333333333	54
8803.0	25.752133518518512	54
23386.0	25.75104092592593	54
55858.0	25.74806944444444	54
55616.0	25.744432592592585	52
63941.0	25.721916481481472	54
109729168.0	25.715425740740745	54
10906.0	25.698187777777775	54
7570.0	25.69203148148149	54
55251.0	25.688967592592597	54
28913.0	25.688681664814812	27
57348.0	25.681380290740744	33
259173.0	25.678758648148143	51
10807.0	25.67687777777778	54
27440.0	25.6758801851852	54
101927671.0	25.666418294444444	3
4801.0	25.6656275925926	54
4041.0	25.654768648148146	53
10139.0	25.654727407407403	54
51439.0	25.652181481481488	54
752.0	25.65068370370371	54
57661.0	25.648955925925915	54
84064.0	25.643597777777774	54
64976.0	25.640990740740737	54
6450.0	25.63975351851853	53
644096.0	25.636560000000003	54
221545.0	25.626017962962948	54
51528.0	25.622854629629636	54
79603.0	25.621658703703705	54
8322.0	25.620799759259256	52
80019.0	25.61375333333333	54
5129.0	25.610785685185178	51
65080.0	25.609842592592585	54
8816.0	25.600625370370363	54
6919.0	25.58647148148148	54
4802.0	25.585301111111114	54
8648.0	25.573642407407405	54
51016.0	25.573619629629636	54
22902.0	25.557817777777785	54
84188.0	25.543313148148144	54
54780.0	25.525755	54
6256.0	25.524479999999997	54
4849.0	25.524144259259263	54
84270.0	25.521527777777777	54
283871.0	25.518580000000004	54
23291.0	25.508667407407398	54
51015.0	25.50866129629629	54
51013.0	25.478922222222224	54
51028.0	25.47751166666667	54
94104.0	25.476542037037035	54
83874.0	25.470298333333332	54
11000.0	25.47014351851852	54
1762.0	25.46736185185185	54
4092.0	25.464322037037032	54
23167.0	25.453643888888884	54
26959.0	25.436800925925937	54
1519.0	25.434912777777775	54
6522.0	25.424472962962962	54
10400.0	25.42184018518518	54
487.0	25.42095222222222	28
149076.0	25.414705	54
23102.0	25.412105925925932	54
114757.0	25.40156851851852	52
6605.0	25.396732592592592	54
9537.0	25.396602888888886	53
528.0	25.38407666666666	54
51164.0	25.37871962962963	54
10085.0	25.37741242037036	49
1819.0	25.370817592592598	54
25960.0	25.361688481481483	52
1366.0	25.361326574074074	36
26227.0	25.35060451851852	52
249.0	25.346439148148146	52
100505573.0	25.33562166666666	54
202333.0	25.33491368518518	45
440498.0	25.33045148148148	54
4094.0	25.324411314814817	52
2632.0	25.315900555555555	54
51287.0	25.315130185185186	54
84919.0	25.314633333333337	54
83786.0	25.31377296296296	54
56834.0	25.30913055555555	54
55020.0	25.3084687037037	54
100132116.0	25.29436525925926	35
81689.0	25.29314685185186	54
4116.0	25.287782777777778	54
390.0	25.286283422222223	52
55741.0	25.284159999999993	54
28988.0	25.279392407407403	54
23180.0	25.26264314814816	54
51776.0	25.259000185185187	54
5832.0	25.25306574074074	54
7515.0	25.236761851851853	54
128338.0	25.2333625925926	54
84061.0	25.2308675925926	54
5359.0	25.226645370370374	54
9235.0	25.21599351851851	54
1039.0	25.20714981481481	54
9600.0	25.197435	54
88455.0	25.19528092592593	54
26145.0	25.19473759259259	54
9097.0	25.193615	54
138716.0	25.191685185185193	54
113402.0	25.19049296296296	54
2308.0	25.18336037037037	54
8506.0	25.18268588888889	53
64850.0	25.18149250370371	19
80176.0	25.1790620925926	53
51545.0	25.177842777777776	54
6935.0	25.177840925925928	54
23589.0	25.17244981481481	54
3930.0	25.16424277777778	54
8837.0	25.159622592592587	54
57120.0	25.15755851851852	54
9256.0	25.156407185185188	53
5826.0	25.15097500000001	54
11326.0	25.143381401851848	51
50624.0	25.13350327777778	35
64759.0	25.1206524074074	54
55075.0	25.116479148148155	53
241.0	25.11287524074074	53
8650.0	25.112054814814815	54
9454.0	25.107986888888885	53
27350.0	25.101657074074076	52
4088.0	25.10029888888889	54
134510.0	25.09736370370369	54
2926.0	25.09685222222222	54
2268.0	25.095837890740736	53
51434.0	25.091637222222218	54
10467.0	25.085790740740737	54
58191.0	25.079697407407405	54
7867.0	25.078372037037028	54
54958.0	25.07453925925925	54
7375.0	25.072621666666667	54
197.0	25.061946138888878	2
131870.0	25.045587777777783	54
3426.0	25.045306729629626	52
338707.0	25.043960481481477	42
57396.0	25.041494259259267	54
55737.0	25.030570740740743	54
10391.0	25.025554846296295	51
4057.0	25.023900794444444	27
10101.0	25.011326111111117	54
11259.0	24.997576944444447	50
64122.0	24.97798574074074	53
51451.0	24.967219074074084	54
55752.0	24.96236388888889	54
10195.0	24.96144907407407	54
2267.0	24.961210351851857	3
2124.0	24.960609314814814	53
56967.0	24.95659431481481	51
79888.0	24.953129814814822	54
27351.0	24.952948888888884	54
4046.0	24.94338238888889	42
28816.0	24.938625368518522	25
23016.0	24.93527962962963	54
91612.0	24.927519259259252	54
11165.0	24.91492444444445	54
25927.0	24.912266611111118	52
10440.0	24.907447592592582	54
440574.0	24.90633537037037	54
7704.0	24.904636346296297	53
5274.0	24.889811722222223	52
159090.0	24.87519148148149	54
92912.0	24.874879629629625	54
492311.0	24.87109425925925	53
28976.0	24.869654259259256	54
23294.0	24.868266666666667	54
3996.0	24.867280740740746	54
159.0	24.866422592592592	54
7128.0	24.85755912962963	52
22918.0	24.85059014814815	46
80740.0	24.850310857407404	12
9917.0	24.84879944444444	54
4358.0	24.844908148148143	54
253982.0	24.843890116666667	34
387893.0	24.840653703703705	54
7378.0	24.83363314814814	54
10056.0	24.82839851851852	54
3984.0	24.82589092592593	54
122553.0	24.81927611111111	54
25830.0	24.811105892592582	21
51720.0	24.808604074074076	54
4653.0	24.808350244444433	31
92689.0	24.80307033333333	53
2803.0	24.795057777777764	54
89849.0	24.793742407407404	54
26054.0	24.781035555555565	54
55929.0	24.778774629629627	54
9022.0	24.777679925925927	37
8788.0	24.775719675925924	13
9370.0	24.77356428148148	11
158293.0	24.768464074074064	54
123811.0	24.7576162962963	54
10452.0	24.754889074074086	54
2181.0	24.732130555555553	54
4793.0	24.72427666666667	54
100134934.0	24.7216575925926	54
6591.0	24.720613103703705	44
11069.0	24.71805666296297	49
5875.0	24.716381296296298	54
7374.0	24.714471851851844	54
92703.0	24.711161296296293	54
63916.0	24.707768703703703	54
57466.0	24.707243888888886	54
23450.0	24.69353296296297	54
51155.0	24.686378888888882	54
306.0	24.686230481481484	53
57038.0	24.683244999999996	54
10523.0	24.674425555555555	54
2274.0	24.67255957407407	50
131601.0	24.667493148148154	54
64764.0	24.666752037037046	54
56061.0	24.666197592592603	54
9797.0	24.66274111111111	54
10894.0	24.658241816666663	50
4343.0	24.654687777777784	54
84365.0	24.65463944444445	54
50862.0	24.65361666666666	54
22836.0	24.647972074074072	53
951.0	24.647782592592595	52
7290.0	24.64671777777778	54
10351.0	24.640728244444443	52
7357.0	24.6389112962963	54
2909.0	24.6362462962963	54
64397.0	24.636190925925916	54
63931.0	24.63200759259259	54
55009.0	24.630362407407414	54
23189.0	24.62971818518519	52
9564.0	24.62501436851851	53
64175.0	24.620622962962965	54
5522.0	24.62055045000001	29
54583.0	24.61537592592593	54
1459.0	24.600142222222217	54
4804.0	24.596713314814814	50
22859.0	24.587696111111104	51
79034.0	24.584022037037034	54
3242.0	24.576785314814813	34
140739.0	24.564681481481472	54
27333.0	24.561791092592586	53
162989.0	24.537737962962957	54
112812.0	24.527970000000007	54
6150.0	24.524738888888894	54
25963.0	24.524429259259257	54
84971.0	24.521152407407406	54
6388.0	24.51681851851852	54
11187.0	24.514282814814813	23
5816.0	24.502200762962957	17
10712.0	24.494157777777783	54
79885.0	24.49387555555556	54
7837.0	24.486793474074073	50
5797.0	24.486325407407396	52
51501.0	24.48334518518519	54
55311.0	24.481688703703703	54
6768.0	24.469899111111108	39
79876.0	24.469875555555557	54
54928.0	24.463692037037028	54
54812.0	24.46136814814815	54
9555.0	24.460393148148142	54
3838.0	24.45638240740741	54
64224.0	24.44986777777778	54
25980.0	24.436805	54
58480.0	24.43235364814815	53
51138.0	24.426677592592597	54
7103.0	24.417651014814812	39
84461.0	24.412154999999988	54
22949.0	24.402073685185183	53
11267.0	24.397920370370368	54
84256.0	24.397649074074074	54
55186.0	24.392999259259266	54
55022.0	24.384867783333338	53
10868.0	24.38404907407406	54
22930.0	24.376077962962952	54
10999.0	24.3632175925926	54
117581.0	24.352108677777778	35
23256.0	24.351621296296297	54
196500.0	24.34486151111111	37
9915.0	24.33758654259259	51
9209.0	24.336652222222227	54
6599.0	24.32535962962963	54
6320.0	24.320905925925924	53
57665.0	24.309710740740744	54
54681.0	24.30750703703703	54
5495.0	24.3033237037037	54
171017.0	24.30056481481481	54
51123.0	24.29935962962963	54
3660.0	24.29792537037038	54
9060.0	24.29773277777778	54
339983.0	24.295860874074084	28
221476.0	24.29077507407407	50
2339.0	24.287274999999994	54
118424.0	24.284854074074065	54
51599.0	24.27013722222222	54
93343.0	24.260569999999998	54
3897.0	24.2562929074074	45
23475.0	24.255885185185186	54
84417.0	24.25233524814815	49
5898.0	24.2318862962963	54
55205.0	24.229177314814816	53
54432.0	24.219097037037038	54
8602.0	24.215347777777783	54
8076.0	24.21524872592593	34
168537.0	24.212487285185176	53
92259.0	24.198377222222234	54
81539.0	24.198334611111118	53
9733.0	24.193553888888893	54
5087.0	24.177743111111106	52
51185.0	24.173281666666668	54
9935.0	24.170546407407414	53
54764.0	24.1674437037037	54
4329.0	24.161761203703694	53
3158.0	24.1421958111111	17
23534.0	24.130428333333334	54
56940.0	24.108728703703697	54
10103.0	24.103063162962965	37
196527.0	24.096314074074076	54
