Entrez	Mean_mRNA	n_Expressed
2192.0	167.1017168333334	52
28948.0	166.7457295925926	40
8106.0	166.72584074074075	54
222166.0	166.36789981481482	54
6158.0	166.23083333333332	54
1891.0	165.6996388888889	54
5004.0	164.98376057037038	14
4144.0	164.8596648148148	54
4625.0	164.26496090555557	36
4240.0	164.17314351851857	54
3615.0	163.75032222222217	54
27089.0	163.07218333333333	54
5094.0	162.98845000000003	54
402.0	162.95782962962966	54
51458.0	162.80439722222218	30
5705.0	162.49019444444437	54
8425.0	161.9890811111111	54
54539.0	161.44370925925926	54
5355.0	161.02183814814816	54
1537.0	161.00075925925924	54
80700.0	160.56596481481478	54
7094.0	160.4851277777778	54
6427.0	160.41126851851854	54
4714.0	160.1857055555556	54
3005.0	159.96096296296298	54
10094.0	159.5406407407407	54
2280.0	159.4431185185185	54
4716.0	159.07492962962968	54
2130.0	158.94899444444448	54
977.0	158.81664814814812	54
10541.0	158.54796851851856	54
1052.0	158.53963037037045	54
81669.0	158.35704629629632	54
5919.0	158.02055138888886	53
8668.0	157.99448703703706	54
4924.0	157.36627592592595	54
7533.0	157.32825185185186	54
3094.0	157.18684814814813	54
51386.0	156.70078148148153	54
11140.0	156.6585074074074	54
4616.0	156.646337037037	54
10899.0	156.20805185185188	54
81876.0	156.20215555555552	54
57104.0	156.1312259259259	54
51035.0	155.81084074074076	54
4162.0	155.80206996296295	53
9230.0	155.43235185185185	54
91304.0	155.27922037037038	54
7529.0	154.95167962962964	54
2923.0	154.6457796296296	54
4697.0	154.4409370370371	54
1266.0	153.96357320370365	53
4681.0	153.94791148148147	54
10487.0	153.40795370370373	54
3191.0	153.0102703703704	54
7145.0	152.18827233333334	53
9987.0	152.1690796296296	54
60674.0	152.14129074074077	54
8992.0	152.1391851851852	54
6844.0	151.7174314814815	54
1958.0	151.1775464814815	54
381.0	151.1741833333334	54
3329.0	151.12724074074075	54
7536.0	150.5458907407408	54
65108.0	150.3056974074074	54
821.0	150.2848296296296	54
6767.0	150.2694111111111	54
2810.0	149.74119851851853	44
529.0	149.63639074074078	54
5549.0	149.5097059259259	52
754.0	148.94707962962963	54
4723.0	148.04760185185182	54
517.0	147.89217222222226	54
706.0	147.65266111111112	54
6525.0	147.3612874074074	54
5621.0	147.3326314814815	54
7534.0	147.2211111111111	54
3537.0	147.19817798148148	41
10933.0	147.0333111111111	54
6888.0	146.37524074074076	54
647979.0	146.36786851851855	54
10935.0	146.3011833333333	54
8490.0	145.95976472222222	52
684.0	145.76425203703698	54
254948.0	145.73680000000002	54
8971.0	145.5411537037037	54
30851.0	144.79421296296297	54
25932.0	144.75656796296295	54
3959.0	144.37263148148148	54
6746.0	144.18455185185184	54
80097.0	144.01911851851852	54
10169.0	143.72703333333334	54
51806.0	143.50465355555556	9
64065.0	142.96323694444442	53
140576.0	142.94502714814817	52
345.0	142.9375077148148	5
56654.0	142.6768161111111	54
832.0	142.57871111111112	54
27335.0	142.49314074074076	54
2034.0	142.34245888888887	54
84833.0	142.30986851851856	54
7832.0	142.30734555555557	54
2052.0	142.2097575925926	54
2017.0	142.08553333333333	54
5265.0	142.07055744444443	50
27129.0	141.41585637037036	52
28477.0	141.1511142962963	38
54985.0	140.93238333333332	54
58498.0	140.72664770370372	19
342898.0	140.5296009351852	6
9045.0	140.28847407407406	54
1195.0	140.25766481481486	54
8553.0	140.13406296296296	54
498.0	139.9260925925926	54
51596.0	139.6532462962963	54
857.0	139.6270801296296	53
5441.0	139.28932222222224	54
23371.0	139.2818184259259	52
7423.0	139.1045388888889	54
57402.0	139.0341333148148	43
4267.0	138.9283685185185	54
87.0	138.9191085185185	54
7284.0	138.7470574074074	54
1892.0	138.74653333333333	54
5694.0	138.31238518518518	54
6210.0	138.25719259259262	54
83443.0	137.86747962962966	54
10589.0	137.82932407407407	54
7384.0	137.78859074074072	54
230.0	137.58462166666666	54
113219467.0	137.39797592592592	54
57142.0	136.79914074074074	54
5688.0	136.78081666666665	54
2244.0	136.62022858148146	5
3187.0	136.1156	54
7038.0	136.00484074074075	10
231.0	135.99834611111112	54
481.0	135.9827410925926	53
3611.0	135.75941481481485	54
1347.0	135.74420555555554	54
10155.0	135.49385370370376	54
9260.0	135.1330662962963	54
4666.0	134.33486481481484	54
2697.0	133.91252037037037	52
54776.0	133.81594629629632	54
9324.0	133.7820185185185	54
2202.0	133.7679743148149	52
2170.0	133.72005016666665	52
2026.0	133.4913751851852	54
118.0	132.9816277777778	54
3538.0	132.80919809259262	42
3646.0	132.67212777777777	54
11170.0	132.61078025925926	52
79957.0	132.29338692592597	53
10574.0	131.86068518518516	54
6319.0	131.85444037037036	54
10289.0	131.83174814814814	54
6426.0	131.6798666666667	54
2896.0	131.67229074074072	54
5691.0	131.61203888888895	54
374897.0	131.49275597037038	12
27122.0	131.49244957407407	52
83442.0	131.39912962962958	54
7494.0	131.30532222222223	54
54732.0	131.29465925925928	54
9124.0	130.9964314814815	54
2821.0	130.77148148148146	54
10728.0	130.76377777777776	54
3880.0	130.54230903703703	47
23193.0	130.0779537037037	54
5861.0	129.68674629629632	54
1586.0	129.55706905555553	19
509.0	129.37065185185187	54
10134.0	129.36282962962963	54
1670.0	129.2543161814815	1
50854.0	129.18895185185187	54
6628.0	129.03778333333332	54
10916.0	129.00423333333333	54
25994.0	128.93887592592594	54
7125.0	128.79734972222215	51
10956.0	128.7446185185185	54
23399.0	127.98385185185185	54
1622.0	127.63795925925923	54
1718.0	127.48402981481476	54
9524.0	127.46696296296301	54
2746.0	127.46587962962967	54
6185.0	127.07743703703701	54
5710.0	127.02090925925928	54
10857.0	126.99095	54
64114.0	126.96723333333324	54
3030.0	126.9205351851852	54
260436.0	126.59350245185186	5
6726.0	126.33444814814817	54
10945.0	125.97016111111112	54
8664.0	125.76835370370374	54
7532.0	125.74714814814814	54
6192.0	125.59100166666668	48
2091.0	125.57731666666668	54
4478.0	125.50479814814817	54
55505.0	124.87999629629631	54
112483.0	124.81541296296302	54
10267.0	124.74229305555548	53
7137.0	124.7209939611111	19
2022.0	124.70882611111112	54
220988.0	124.61463888888892	54
8473.0	124.59156111111112	54
58473.0	124.55683464814814	50
5348.0	124.50615624074076	53
51150.0	124.38555370370369	54
5886.0	123.89492962962962	54
5464.0	123.7699537037037	54
23479.0	123.45815370370367	54
4779.0	123.104862962963	54
4493.0	123.04222351851855	54
23204.0	123.01495555555552	54
8763.0	122.93764259259262	54
10109.0	122.84528148148148	54
5702.0	121.97243148148148	54
522.0	121.81110185185183	54
70.0	121.76162368518516	42
6451.0	121.75783388888888	54
309.0	121.60493518518523	54
335.0	120.99034055555558	16
9802.0	120.98774074074075	54
11167.0	120.8596252962963	52
91582.0	120.7729	54
3313.0	120.54820555555553	54
27344.0	120.4723233148148	45
7415.0	120.47098888888893	54
4190.0	120.40886851851849	54
928.0	120.2747212962963	54
1284.0	119.95708224074069	52
3164.0	119.9409237037037	54
51079.0	119.81484444444439	54
3913.0	119.71220731481482	52
2872.0	119.46094814814818	54
1650.0	118.92627777777777	54
477.0	118.17675242592593	49
1212.0	118.17042407407409	54
29952.0	118.16162962962963	54
56271.0	118.13863703703707	54
116138.0	117.89527777777778	54
8079.0	117.8283796296296	54
58485.0	117.69466666666665	54
10980.0	117.63928888888886	54
6698.0	117.4054550925926	14
5230.0	117.38457407407411	54
26353.0	117.3312512037037	52
1026.0	117.2675027777778	54
3728.0	117.23734444444445	54
6633.0	117.05953333333329	54
51310.0	116.62712498148143	53
51647.0	116.59910740740743	54
10106.0	116.55394999999999	54
23451.0	116.35884814814818	54
6167.0	116.33935740740742	54
3485.0	116.07358481481481	54
397.0	115.73333018518517	54
55082.0	115.62384814814811	54
9445.0	115.52017777777776	54
9584.0	115.13160185185187	54
4735.0	115.09270740740739	54
10493.0	115.0285962962963	54
3151.0	114.92997407407408	54
2787.0	114.84625555555557	54
9377.0	114.77493518518516	54
3336.0	114.69640185185186	54
54407.0	114.41011481481479	54
7165.0	114.39139999999998	54
3397.0	114.04755383333332	53
51504.0	114.00936296296297	54
55859.0	113.9437154259259	50
25912.0	113.84550555555553	54
7416.0	113.54063148148146	54
7430.0	113.53775314814813	54
30846.0	113.517525	52
7102.0	113.48181855555558	51
4000.0	113.10143629629628	54
5950.0	113.05555114814815	47
80279.0	112.54008888888887	54
29927.0	112.45042962962964	54
7392.0	112.40514074074072	54
80781.0	112.3220758703703	53
51374.0	112.11653703703708	54
378.0	112.03491111111113	54
25959.0	111.65815537037035	54
94274.0	111.3940607037037	53
3688.0	111.37931777777776	54
10670.0	111.30792037037035	54
2266.0	111.19703388333336	9
7045.0	110.93410166666665	54
8655.0	110.8583540740741	54
5187.0	110.7969648148148	54
6770.0	110.7462337222222	25
5411.0	110.71734074074074	54
8683.0	110.7075592592593	54
9547.0	110.60257537037039	51
5211.0	110.24587037037038	54
3678.0	110.16780722222222	54
563.0	109.93679181481482	45
4191.0	109.86418518518519	54
2771.0	109.86285555555557	54
1495.0	109.8001703703704	54
9550.0	109.78330370370368	54
4670.0	109.64538518518513	54
3399.0	109.45065000000001	54
83483.0	109.42210138888888	47
10519.0	109.38324814814816	54
10437.0	109.31090499999998	54
51024.0	109.27687037037039	54
1499.0	109.2350240740741	54
7520.0	109.05855740740736	54
9510.0	108.8616068148148	52
389.0	108.81737962962963	54
10992.0	108.8086888888889	54
51522.0	108.70909999999998	54
2006.0	108.67646357407409	52
4118.0	108.61006796296294	50
57326.0	108.4890148148148	54
51614.0	108.4472351851852	54
6778.0	108.4226216666667	54
5834.0	108.39686203703705	54
10540.0	108.39638518518522	54
81567.0	108.37467037037037	54
1981.0	108.2986	54
488.0	108.29394981481485	54
5589.0	108.23254814814813	54
7385.0	108.19286666666666	54
6418.0	108.18217777777775	54
11171.0	108.16283333333332	54
10550.0	107.88151296296294	54
29796.0	107.65631296296297	54
8557.0	107.57909981481487	52
100133941.0	107.46642598148149	42
64975.0	107.1907388888889	54
4323.0	106.8472005555556	54
6046.0	106.6859074074074	54
3798.0	106.63573113518515	34
1051.0	106.51315925925923	54
54461.0	106.47957962962965	54
4359.0	106.43272055555553	54
7086.0	105.92467407407406	54
7419.0	105.89833703703701	54
216.0	105.782282037037	53
1401.0	105.61591881111109	4
9804.0	105.58397037037035	54
5725.0	105.25050740740741	54
79001.0	105.22772777777776	54
5901.0	104.75786666666671	54
51181.0	104.72841111111109	54
5054.0	104.6619156296296	50
4826.0	104.63307074074072	52
770.0	104.59461833333333	54
7057.0	104.4461034259259	49
55450.0	104.32228775925924	52
7048.0	104.29421462962965	54
5320.0	104.2659864259259	35
10961.0	104.19387222222221	54
5250.0	104.19288333333333	54
8722.0	104.04735483333332	53
5500.0	103.93065555555559	54
328.0	103.87162592592593	54
5935.0	103.67695740740739	54
1475.0	103.61967209259258	36
55700.0	103.4777087037037	54
23336.0	103.46690144444445	53
146330.0	103.39898529629626	38
5689.0	103.37798333333333	54
2648.0	103.22747222222223	54
353.0	103.22171666666664	54
4715.0	103.21447407407412	54
10423.0	103.2134537037037	54
84232.0	103.14347592592596	54
604.0	102.9745752407407	53
1211.0	102.95634444444447	54
28984.0	102.95615629629626	54
23710.0	102.65857222222225	54
79073.0	102.58100740740741	54
6385.0	102.58084518518518	54
336.0	102.44155396296294	3
2243.0	102.39211648944445	7
4060.0	102.39158855555557	41
7018.0	102.3065305	48
5476.0	102.27590185185184	54
23022.0	102.25515831481474	52
6389.0	102.25176111111112	54
5202.0	102.08880185185184	54
401152.0	101.95834814814816	54
3069.0	101.94449629629635	54
89941.0	101.92147962962962	54
5252.0	101.78100555555551	54
22883.0	101.76216425925924	54
23654.0	101.58890685185186	54
84152.0	101.58615718518519	45
2537.0	101.57934444444442	54
10653.0	101.26878288888885	52
3184.0	101.04871111111112	54
26001.0	100.97909259259256	54
11014.0	100.96751296296297	54
7317.0	100.8089148148148	54
2010.0	100.79461296296296	54
4841.0	100.74410185185182	54
3068.0	100.5962314814815	54
3500.0	100.31432448148149	42
79901.0	100.30891685185186	54
26118.0	100.21188888888891	54
28972.0	100.15815555555557	54
5350.0	100.13215107407407	40
6711.0	99.89614648148148	54
8815.0	99.88984259259257	54
6699.0	99.8687653888889	9
14.0	99.74566111111113	54
51639.0	99.69834259259258	54
28974.0	99.6400962962963	54
27243.0	99.50659074074073	54
8409.0	99.49663518518518	54
5358.0	99.43530553703701	53
5878.0	99.15531296296298	54
54458.0	98.98152592592591	54
7139.0	98.95141024074077	24
113246.0	98.7989037037037	54
8148.0	98.78036296296301	54
156.0	98.72988148148151	54
57092.0	98.69878888888888	54
23559.0	98.62808148148149	54
5159.0	98.54863740740744	54
5245.0	98.38828518518518	54
7041.0	98.37317685185188	54
4061.0	98.33549444444442	54
4201.0	97.85650740740742	54
5997.0	97.84421185185182	54
51258.0	97.73839444444445	54
3301.0	97.66577592592596	54
8662.0	97.62800555555556	54
29990.0	97.59405925925924	54
51747.0	97.51818518518517	54
55384.0	97.28790659259256	52
1805.0	97.19294040740742	40
2987.0	97.15322962962964	54
6421.0	96.91065555555555	54
7203.0	96.77105185185184	54
10313.0	96.73669629629629	54
4702.0	96.7037481481482	54
5721.0	96.5422925925926	54
51186.0	96.3936038888889	54
1672.0	96.38181063148141	25
10430.0	96.15887592592591	54
6709.0	96.0382555555556	54
3550.0	96.03723888888887	54
8611.0	95.98992814814812	54
57153.0	95.88789462962963	54
25777.0	95.88718703703707	54
10575.0	95.87174074074073	54
404217.0	95.82103803703707	48
