trait_pair	EFO	Common Study	Rare Study	g_C	g_R	nShared	Log2SizeOE	J_RC	jaccard_zero	N_C	N_R	binary	Mean_Constraint	DiffRC_Constraint	Mean_GO	DiffRC_GO	Mean_GeneSize	DiffRC_GeneSize	Mean_mRNA	DiffRC_mRNA	Mean_nTissues	DiffRC_nTissues	density_R	density_C	assortativity_RC
33257650_EFO_0004309_GCST90056183_EFO_0004309	EFO_0004309	GCST90056183	33257650	174	6	1	0.9113396921301042	0.00558659217877095	0	235256.0	487409.0	0	0.0354429375	-1.7549969880464902	17.633333333333333	0.20512820512820512	69787.41666666667	-0.22338081543689206	14.683850513620369	-0.5728362228966698	53.166666666666664	-0.6024096385542169	0.0666666666666666	0.0475051491595242	0.0049901051079984
34226706_EFO_0004309_GCST90056183_EFO_0004309	EFO_0004309	GCST90056183	34226706	174	45	9	1.0644549085117692	0.04285714285714286	0	235256.0	444866.0	0	0.029542463698630138	-1.7614731960281347	17.602739726027398	0.028169014084507043	59534.232876712325	-1.1817224631199972	13.38805163089802	-0.6583877993577517	50.71232876712329	-0.34782608695652173	0.0666666666666666	0.0475051491595242	0.0059214688812262
34375979_EFO_0004309_GCST90056183_EFO_0004309	EFO_0004309	GCST90056183	34375979	174	15	8	0.9298758534618504	0.04419889502762431	0	235256.0	261246.0	0	0.03387854523809524	-1.7432527737779528	17.61904761904762	0.0821917808219178	66068.39682539682	-1.203483534145702	13.95912964403292	-1.3324059785704567	51.93650793650794	-0.6341463414634146	0.2476190476190476	0.0475051491595242	0.0052531123294612
36138231_EFO_0004309_GCST90056183_EFO_0004309	EFO_0004309	GCST90056183	36138231	174	41	15	1.2831622608349122	0.075	0	235256.0	162248.0	0	0.030225580279069766	-1.6739899811594379	17.595348837209304	0.028169014084507043	64228.52093023256	-0.580690187147606	12.977703417372954	-1.0259295911704724	51.13953488372093	-0.3225806451612903	0.0609756097560975	0.0475051491595242	0.0055172262921616
30175238_EFO_0004312_GCST90270083_EFO_0004312	EFO_0004312	GCST90270083	30175238	129	7	0	0.2386247042289658	0.0	1	383471.0	68470.0	0	0.03444953772058824	-1.777354455840169	14.948529411764707	-0.06896551724137931	94989.32352941176	-1.357724816640412	11.464924565999455	-0.28627294751477866	52.1764705882353	-0.35555555555555557	0.0	0.0285852713178294	0.001201081690745
34375979_EFO_0004312_GCST90270083_EFO_0004312	EFO_0004312	GCST90270083	34375979	129	3	1	1.1441065399638366	0.007633587786259542	0	383471.0	199886.0	0	0.03591242045454546	-0.429073927768077	14.863636363636363	-0.5	102209.22727272728	0.8143287795774816	11.451090841329966	-0.8976090958942539	53.0	0.0	0.0	0.0285852713178294	0.0012781614201672
30175238_EFO_0004312_GCST90278629_EFO_0004312	EFO_0004312	GCST90278629	30175238	10	7	0	0.5571912288237905	0.0	1	62901.0	68470.0	0	0.08374483705882352	-1.9403134363436487	15.764705882352942	-0.1935483870967742	45937.82352941176	-1.094841374042157	8.947687413616556	-0.046104198250717446	41.11764705882353	-0.1728395061728395	0.0	0.1777777777777777	0.0019635881063722
34375979_EFO_0004312_GCST90278629_EFO_0004312	EFO_0004312	GCST90278629	34375979	10	3	0	1.5479825948467725	0.0	1	62901.0	199886.0	0	0.1137665076923077	-1.4299394286903853	15.153846153846153	-0.6153846153846154	104154.84615384616	1.1359352714573252	8.032687393162389	-0.694181629928478	46.07692307692308	0.18556701030927836	0.0	0.1777777777777777	0.0058886875527449
30175238_EFO_0004314_GCST007432_EFO_0004314	EFO_0004314	GCST007432	30175238	102	8	0	-0.4205354817713985	0.0	1	321047.0	68470.0	0	0.025800410327272726	-1.8266273352809022	12.881818181818181	-0.918918918918919	143410.41818181818	-0.8356584049149419	9.962544458013465	-0.36013061707135785	52.67272727272727	-0.08866995073891626	0.0	0.0211609396233741	0.0014065018082184
34375979_EFO_0004314_GCST007432_EFO_0004314	EFO_0004314	GCST007432	34375979	102	4	0	0.8101707074880441	0.0	1	321047.0	80480.0	0	0.02883599716981132	0.6934345266987433	13.537735849056604	0.07142857142857142	146891.45283018867	-0.7031639717655549	9.918278446470998	-1.084741468283737	52.18867924528302	-0.5088757396449705	0.1666666666666666	0.0211609396233741	0.0011549947031027
34662886_EFO_0004314_GCST007432_EFO_0004314	EFO_0004314	GCST007432	34662886	102	5	0	0.8164466697385693	0.0	1	321047.0	395450.9166666667	0	0.027523942990654204	-0.16864934838913426	13.383177570093459	-0.20408163265306123	153824.96261682242	0.4436734927056771	9.919058205780544	-0.7899956751075352	52.018691588785046	-0.49411764705882355	0.1	0.0211609396233741	0.0017498038221458
37262146_EFO_0004314_GCST007432_EFO_0004314	EFO_0004314	GCST007432	37262146	102	24	3	1.0564089508595	0.024390243902439025	0	321047.0	385013.0	0	0.029861564285714282	0.33644388776803597	15.119047619047619	0.4788732394366197	134310.33333333334	-0.7470619511211338	10.458781020723102	0.1301219443586677	53.19047619047619	0.018691588785046728	0.0507246376811594	0.0211609396233741	0.0022017622507428
30175238_EFO_0004314_GCST90270081_EFO_0004314	EFO_0004314	GCST90270081	30175238	117	8	0	-0.3468989747220636	0.0	1	383471.0	68470.0	0	0.034541620688	-1.8680291800867443	13.424	-0.9473684210526315	119512.848	-0.6697873789530299	10.455375285274075	-0.40605637860507354	52.712	-0.08866995073891626	0.0	0.0284409077512525	0.0023314985754851
34375979_EFO_0004314_GCST90270081_EFO_0004314	EFO_0004314	GCST90270081	34375979	117	4	1	1.172228787112486	0.008333333333333333	0	383471.0	80480.0	0	0.03748986074380165	0.4328372662215011	14.016528925619834	0.03508771929824561	121772.34710743802	-0.5282145782145782	10.432888723997554	-1.1179580828954485	52.289256198347104	-0.5088757396449705	0.1666666666666666	0.0284409077512525	0.0025678412725564
34662886_EFO_0004314_GCST90270081_EFO_0004314	EFO_0004314	GCST90270081	34662886	117	5	1	1.0370935389537697	0.008264462809917356	0	383471.0	395450.9166666667	0	0.036268191393442624	-0.44509988668578754	13.87704918032787	-0.24	128059.27049180328	0.6231995963639303	10.429354494231939	-0.8298515070686787	52.13934426229508	-0.49411764705882355	0.1	0.0284409077512525	0.0026798707011056
37262146_EFO_0004314_GCST90270081_EFO_0004314	EFO_0004314	GCST90270081	37262146	117	24	1	1.064616441710473	0.007142857142857143	0	383471.0	385013.0	0	0.03717882659574468	0.05603398206912573	15.361702127659575	0.4444444444444444	114092.63829787234	-0.5749125468545541	10.842896658786447	0.08258156145774169	53.170212765957444	0.018691588785046728	0.0507246376811594	0.0284409077512525	0.0034655069742845
34375979_EFO_0004338_GCST000299_EFO_0004338	EFO_0004338	GCST000299	34375979	4	4	0	0.8212769210347353	0.0	1	73758.0	268126.0	0	0.0221026375	0.9249540920172988	16.5	0.12121212121212122	154755.25	-0.1664402338531326	5.670097459629629	-0.9877548895545499	41.75	-0.562874251497006	0.0	0.1666666666666666	0.0038661204241236
37262146_EFO_0004338_GCST000299_EFO_0004338	EFO_0004338	GCST000299	37262146	4	29	0	0.6127878730765517	0.0	1	73758.0	420921.0	0	0.026343260606060608	0.8183951400807211	14.181818181818182	-0.1016949152542373	80523.27272727272	-0.8395456970805701	9.677742722895621	0.1500257030868934	52.18181818181818	-0.02843601895734597	0.0960591133004926	0.1666666666666666	0.0058724120970524
34375979_EFO_0004338_GCST008152_EFO_0004338	EFO_0004338	GCST008152	34375979	93	4	0	0.7722554923552706	0.0	1	57043.0	268126.0	0	0.05373454226804124	-0.5134697631639457	15.103092783505154	0.15384615384615385	187674.20618556702	-0.2881722246437249	9.073068020276823	-1.059836660404503	51.09278350515464	-0.5365853658536586	0.0	0.035063113604488	0.0070465135183614
37262146_EFO_0004338_GCST008152_EFO_0004338	EFO_0004338	GCST008152	37262146	93	29	1	0.7838548273942918	0.008264462809917356	0	57043.0	420921.0	0	0.04839964836065574	-0.6342014736093791	14.762295081967213	-0.06896551724137931	160849.37704918033	-0.9384858532957328	9.459773181519427	0.05258422769407244	52.0	0.0	0.0960591133004926	0.035063113604488	0.0080955069854906
34375979_EFO_0004338_GCST011971_EFO_0004338	EFO_0004338	GCST011971	34375979	5	4	0	-0.2010287187764331	0.0	1	5472.0	268126.0	0	0.11313148888888887	-1.3845910740327536	16.666666666666668	0.08955223880597014	108671.22222222222	0.5336955623963372	8.770465576872429	-1.2983800757675223	43.333333333333336	-0.5714285714285714	0.0	0.0	-0.0003183677965093
37262146_EFO_0004338_GCST011971_EFO_0004338	EFO_0004338	GCST011971	37262146	5	29	0	-0.1504954911840423	0.0	1	5472.0	420921.0	0	0.05031440882352941	-1.4500529073318742	14.294117647058824	-0.13333333333333333	70507.85294117648	-0.18057962354347176	10.38055648148148	-0.31255299058426794	52.294117647058826	-0.03773584905660377	0.0960591133004926	0.0	0.0038588615896162
34375979_EFO_0004338_GCST90018949_EFO_0004338	EFO_0004338	GCST90018949	34375979	313	4	2	1.0522139110860498	0.006349206349206349	0	525535.0	268126.0	0	0.05891429558359621	-0.5881171058335616	14.04416403785489	0.2222222222222222	156055.79495268138	-0.09634250042349642	8.065031803970086	-0.9565621829998694	51.722397476340696	-0.5365853658536586	0.0	0.0296346358646678	0.0124057882464386
37262146_EFO_0004338_GCST90018949_EFO_0004338	EFO_0004338	GCST90018949	37262146	313	29	8	1.0877455398495202	0.023952095808383235	0	525535.0	420921.0	0	0.05663256783625731	-0.7059076036450733	14.0	0.0	148797.99122807017	-0.7806981245411466	8.276666117067357	0.19057328906436402	52.0	0.0	0.0960591133004926	0.0296346358646678	0.0123782812931828
34375979_EFO_0004338_GCST90278650_EFO_0004338	EFO_0004338	GCST90278650	34375979	25	4	0	0.765840853363156	0.0	1	92615.0	268126.0	0	0.10636546206896552	-1.1410832980152337	16.20689655172414	0.08955223880597014	160133.8275862069	-0.1389066068936794	10.559563901890163	-1.2169648806863946	49.827586206896555	-0.5542168674698795	0.0	0.0633333333333333	0.0030085381162246
37262146_EFO_0004338_GCST90278650_EFO_0004338	EFO_0004338	GCST90278650	37262146	25	29	1	0.5721514440281841	0.018867924528301886	0	92615.0	420921.0	0	0.06994638703703704	-1.2265279928161086	14.925925925925926	-0.13333333333333333	112279.75925925926	-0.8165985066698911	10.745038580246913	-0.17986921633563693	52.46296296296296	-0.01904761904761905	0.0960591133004926	0.0633333333333333	0.0047019646071294
25583502_EFO_0004340_GCST008158_EFO_0004340	EFO_0004340	GCST008158	25583502	66	5	0	0.6422942120397515	0.0	1	56793.0	360.0	0	0.05179145774647887	0.30857728584839544	15.492957746478874	0.3783783783783784	165974.21126760563	-1.5833535795270488	9.828908717788211	-0.16974479446096208	53.070422535211264	0.018691588785046728	0.1	0.0386946386946387	0.0039610952066199
27646141_EFO_0004340_GCST008158_EFO_0004340	EFO_0004340	GCST008158	27646141	66	5	0	0.5520352151200725	0.0	1	56793.0	399.0	0	0.0473611014084507	-1.5747433135507367	14.647887323943662	-0.4	168205.12676056338	-1.0881799979934306	10.236206180620762	0.3508425645117055	52.71830985915493	-0.0784313725490196	0.0	0.0386946386946387	0.0042136650020514
36280733_EFO_0004340_GCST008158_EFO_0004340	EFO_0004340	GCST008158	36280733	66	3	0	0.8457080318337478	0.0	1	56793.0	87735.0	0	0.048468453913043476	-1.712764087937524	14.91304347826087	-0.14285714285714285	170885.1739130435	-1.3145559249028513	9.92903866988728	-0.021941754661274283	52.52173913043478	-0.23157894736842105	0.0	0.0386946386946387	0.0044265812827474
25583502_EFO_0004340_GCST90103755_EFO_0004340	EFO_0004340	GCST90103755	25583502	4	5	0	0.2168770989022475	0.0	1	890751.0	360.0	0	0.10444083333333333	-0.7340716303641032	20.666666666666668	0.14634146341463414	80676.77777777778	-1.5332978035809455	7.495769037037038	0.2704428570582594	53.55555555555556	0.018691588785046728	0.1	0.1666666666666666	0.0004998234928787
27646141_EFO_0004340_GCST90103755_EFO_0004340	EFO_0004340	GCST90103755	27646141	4	5	0	0.0715688070425594	0.0	1	890751.0	399.0	0	0.06949024444444445	-1.8448359568603019	14.0	-0.6206896551724138	98276.22222222222	-0.9953137842033674	10.708893466049384	0.7571350396974961	50.77777777777778	-0.0784313725490196	0.0	0.1666666666666666	0.0008636052445003
36280733_EFO_0004340_GCST90103755_EFO_0004340	EFO_0004340	GCST90103755	36280733	4	3	0	0.5526336434612273	0.0	1	890751.0	87735.0	0	0.08672818857142857	-1.8977043283661623	16.428571428571427	-0.375	104714.14285714286	-1.2390644490644491	7.816152941798943	0.41424025863943226	48.285714285714285	-0.23157894736842105	0.0	0.1666666666666666	0.0017230082350492
